Source DataFile                                                 ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_raw,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
----------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202112131051_MaBe3727_590_caloxy_TC_data.csv , 2021/12/13, 10:55:13,    1639407313488,--Not Acquired--     ,--Not Acquired--     , -622.72,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.896,  1760.373,   3131.596,   1371.223,  0.4379,  0.7789,   367.74,  0.2563,     0.000,    3.375,  0.000,      740,  0.000,     2414,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.441,   288.82,   705.02,  0.171,       5.00,    0.010,    600.00,   62.66,   0.000,     0.0,     0.0,     0.0,     0.0,     715,    1.5000,
C:\LIFT\DATA\MURIS_202112131051_MaBe3727_590_caloxy_TC_data.csv , 2021/12/13, 10:55:15,    1639407315598,--Not Acquired--     ,--Not Acquired--     , -620.28,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.943,  1893.293,   2879.689,    986.396,  0.3425,  0.5210,   416.05,  0.1768,     0.000,    4.451,  0.000,      816,  0.000,     2313,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.675,   284.78,   761.77,  0.387,       5.00,    0.000,    600.00,   54.48,   0.000,     0.0,     0.0,     0.0,     0.0,     520,    1.5000,
C:\LIFT\DATA\MURIS_202112131051_MaBe3727_590_caloxy_TC_data.csv , 2021/12/13, 10:58:16,    1639407496717,--Not Acquired--     ,--Not Acquired--     , -529.69,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   40.00,    0.00,      0.875,  2243.650,   3887.185,   1643.535,  0.4228,  0.7325,   432.17,  0.1022,     0.000,    9.355,  0.000,      785,  0.000,     3345,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.698,   327.95,   884.67,  0.318,       5.00,    0.019,    600.00,   62.06,   0.000,     0.0,     0.0,     0.0,     0.0,     358,    1.5000,
C:\LIFT\DATA\MURIS_202112131051_MaBe3727_590_caloxy_TC_data.csv , 2021/12/13, 10:58:19,    1639407498857,--Not Acquired--     ,--Not Acquired--     , -619.06,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.925,  2006.536,   3519.814,   1513.279,  0.4299,  0.7542,   533.54,  0.3602,     0.000,    3.130,  0.000,      739,  0.000,     1189,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.720,   248.79,   925.54,  0.510,       5.00,    0.000,    600.00,   77.11,   0.000,     0.0,     0.0,     0.0,     0.0,     380,    1.5000,
C:\LIFT\DATA\MURIS_202112131051_MaBe3727_590_caloxy_TC_data.csv , 2021/12/13, 11:01:20,    1639407679982,--Not Acquired--     ,--Not Acquired--     , -416.18,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      0.787,  2479.427,   4011.432,   1532.005,  0.3819,  0.6179,   418.59,  0.0000,     0.000,   15.695,  0.000,      811,  0.000,     6540,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.521,   323.31,   815.00,  0.269,       5.00,    0.011,    600.00,   48.11,   0.000,     0.0,     0.0,     0.0,     0.0,     417,    1.5000,
C:\LIFT\DATA\MURIS_202112131051_MaBe3727_590_caloxy_TC_data.csv , 2021/12/13, 11:01:22,    1639407682096,--Not Acquired--     ,--Not Acquired--     , -624.94,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.413,  2038.265,   3824.280,   1786.015,  0.4670,  0.8762,   563.85,  0.2040,     0.000,    2.324,  0.000,      353,  0.000,      930,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.649,   372.40,  1358.95,  0.754,       7.28,    0.000,    600.00,   86.47,   0.000,     0.0,     0.0,     0.0,     0.0,     400,    1.5000,
C:\LIFT\DATA\MURIS_202112131051_MaBe3727_590_caloxy_TC_data.csv , 2021/12/13, 11:04:23,    1639407863361,--Not Acquired--     ,--Not Acquired--     , -165.52,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      0.825,  2833.024,   4255.486,   1422.462,  0.3343,  0.5021,   322.50,  0.1304,     0.000,   16.013,  0.000,      714,  0.000,     9012,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.030,   391.67,   795.11,  0.000,       5.00,    0.030,    600.00,   38.19,   0.000,     0.0,     0.0,     0.0,     0.0,     563,    1.5000,
C:\LIFT\DATA\MURIS_202112131051_MaBe3727_590_caloxy_TC_data.csv , 2021/12/13, 11:04:25,    1639407865499,--Not Acquired--     ,--Not Acquired--     , -625.24,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.885,  2046.913,   3747.141,   1700.229,  0.4537,  0.8306,   486.22,  0.3298,     0.000,    2.698,  0.000,      595,  0.000,     1054,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.323,   316.64,  1052.25,  0.497,       7.02,    0.005,    600.00,   79.45,   0.000,     0.0,     0.0,     0.0,     0.0,     391,    1.5000,
C:\LIFT\DATA\MURIS_202112131051_MaBe3727_590_caloxy_TC_data.csv , 2021/12/13, 11:07:26,    1639408046667,--Not Acquired--     ,--Not Acquired--     , -622.48,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.900,  1702.071,   3226.749,   1524.678,  0.4725,  0.8958,   375.37,  0.3642,     0.000,    4.442,  0.000,      782,  0.000,     2783,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.613,   282.09,   737.17,  0.224,       5.00,    0.031,    600.00,   70.03,   0.000,     0.0,     0.0,     0.0,     0.0,     627,    1.5000,
C:\LIFT\DATA\MURIS_202112131051_MaBe3727_590_caloxy_TC_data.csv , 2021/12/13, 11:07:28,    1639408048801,--Not Acquired--     ,--Not Acquired--     , -620.04,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.085,  1809.878,   2899.172,   1089.294,  0.3757,  0.6019,   383.80,  0.1162,     0.000,    3.984,  0.000,      723,  0.000,     1962,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.407,   346.14,   833.05,  0.290,       5.00,    0.009,    600.00,   61.15,   0.000,     0.0,     0.0,     0.0,     0.0,     492,    1.5000,
