Source DataFile                                                   ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_raw,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
------------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202112131212_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/13, 12:14:33,    1639412073266,--Not Acquired--     ,--Not Acquired--     , -313.99,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.085,  1305.282,   2502.314,   1197.032,  0.4784,  0.9171,   361.08,  0.3373,     0.000,    3.318,  0.000,      673,  0.000,     2057,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.474,   324.57,   803.08,  0.274,       5.00,    0.024,    600.00,   70.31,   0.000,     0.0,     0.0,     0.0,     0.0,     620,    1.5000,
C:\LIFT\DATA\MURIS_202112131212_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/13, 12:14:35,    1639412075399,--Not Acquired--     ,--Not Acquired--     , -313.34,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.224,  1371.306,   2219.929,    848.623,  0.3823,  0.6188,   390.41,  0.1827,     0.000,    2.697,  0.000,      674,  0.000,     1557,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.512,   324.43,   814.83,  0.240,       5.00,    0.002,    600.00,   71.75,   0.000,     0.0,     0.0,     0.0,     0.0,     577,    1.5000,
C:\LIFT\DATA\MURIS_202112131212_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/13, 12:17:36,    1639412256516,--Not Acquired--     ,--Not Acquired--     , -247.17,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   40.00,    0.00,      1.234,  1724.438,   2884.860,   1160.422,  0.4022,  0.6729,   474.97,  0.1038,     0.000,   10.943,  0.000,      881,  0.000,     5403,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.973,   246.95,   734.07,  0.515,       5.00,    0.011,    600.00,   78.40,   0.000,     0.0,     0.0,     0.0,     0.0,     494,    1.5000,
C:\LIFT\DATA\MURIS_202112131212_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/13, 12:17:38,    1639412258641,--Not Acquired--     ,--Not Acquired--     , -313.24,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.907,  1470.959,   2519.080,   1048.121,  0.4161,  0.7125,   543.36,  0.3791,     0.000,    2.410,  0.000,      706,  0.000,     1024,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.826,   239.61,   916.79,  0.501,       5.68,    0.000,    600.00,   79.08,   0.000,     0.0,     0.0,     0.0,     0.0,     425,    1.5000,
C:\LIFT\DATA\MURIS_202112131212_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/13, 12:20:39,    1639412439793,--Not Acquired--     ,--Not Acquired--     , -160.41,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      1.083,  1962.187,   3065.966,   1103.779,  0.3600,  0.5625,   312.49,  0.0000,     0.000,    9.953,  0.000,      806,  0.000,     6448,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.882,   365.69,   688.16,  0.000,       5.00,    0.018,    600.00,   52.30,   0.000,     0.0,     0.0,     0.0,     0.0,     648,    1.5000,
C:\LIFT\DATA\MURIS_202112131212_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/13, 12:20:42,    1639412441917,--Not Acquired--     ,--Not Acquired--     , -313.10,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.039,  1494.493,   2575.282,   1080.789,  0.4197,  0.7232,   549.88,  0.4129,     0.000,    2.039,  0.000,      700,  0.000,      898,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.940,   231.54,   912.26,  0.494,       5.00,    0.000,    600.00,   85.41,   0.000,     0.0,     0.0,     0.0,     0.0,     440,    1.5000,
C:\LIFT\DATA\MURIS_202112131212_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/13, 12:23:43,    1639412623071,--Not Acquired--     ,--Not Acquired--     ,   36.28,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      1.138,  2296.466,   3034.588,    738.121,  0.2432,  0.3214,   634.41,  0.0000,     0.000,   27.467,  0.000,      643,  0.000,    20003,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.820,   190.95,   729.46,  0.289,       7.91,    0.004,    600.00,   40.41,   0.000,     0.0,     0.0,     0.0,     0.0,     728,    1.5000,
C:\LIFT\DATA\MURIS_202112131212_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/13, 12:23:45,    1639412625240,--Not Acquired--     ,--Not Acquired--     , -314.04,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.928,  1493.850,   2657.667,   1163.817,  0.4379,  0.7791,   499.14,  0.3573,     0.000,    1.886,  0.000,      598,  0.000,      886,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.465,   280.56,   972.03,  0.519,       5.00,    0.002,    600.00,   76.49,   0.000,     0.0,     0.0,     0.0,     0.0,     470,    1.5000,
C:\LIFT\DATA\MURIS_202112131212_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/13, 12:26:46,    1639412806385,--Not Acquired--     ,--Not Acquired--     , -312.09,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.967,  1308.781,   2446.259,   1137.477,  0.4650,  0.8691,   379.71,  0.3555,     0.000,    3.825,  0.000,      749,  0.000,     2160,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.628,   300.84,   790.74,  0.243,       5.00,    0.022,    600.00,   76.32,   0.000,     0.0,     0.0,     0.0,     0.0,     565,    1.5000,
