Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202106101148_MaBe3431_590_caloxy_data.csv                                                                   ,2021/06/10, 11:52:23,    1623336743400, -600.61,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.201,   687.010,    974.430,    287.420,  0.2950,  0.4184,   395.73,  0.3810,     0.000,    5.861,  0.000,      953,  0.000,     6173,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.805,   183.52,   514.71,  0.980,       2.00,    0.000,    600.00,   57.14,   0.010,     0.0,     0.0,     0.0,     0.0,    1053,    1.5000,
C:\LIFT\DATA\MURIS_202106101148_MaBe3431_590_caloxy_data.csv                                                                   ,2021/06/10, 11:52:26,    1623336746099, -600.23,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.947,   717.380,    941.480,    224.100,  0.2380,  0.3124,   457.08,  0.3790,     0.000,    4.505,  0.000,      835,  0.000,     2188,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.214,   244.52,   785.77,  1.070,       2.00,    0.000,    600.00,   36.45,   0.010,     0.0,     0.0,     0.0,     0.0,     486,    1.5000,
C:\LIFT\DATA\MURIS_202106101148_MaBe3431_590_caloxy_data.csv                                                                   ,2021/06/10, 11:55:27,    1623336927524, -535.71,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      0.849,   882.320,   1129.570,    247.250,  0.2189,  0.2802,   408.74,  0.2650,     0.000,    6.053,  0.000,      747,  0.000,     1005,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.700,   419.52,  1132.56,  1.011,       2.00,    0.000,    600.00,   35.52,   0.010,     0.0,     0.0,     0.0,     0.0,     166,    1.5000,
C:\LIFT\DATA\MURIS_202106101148_MaBe3431_590_caloxy_data.csv                                                                   ,2021/06/10, 11:55:30,    1623336929815, -599.41,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.795,   755.000,   1121.440,    366.440,  0.3268,  0.4854,   331.15,  0.1780,     0.000,    1.972,  0.000,      434,  0.000,      819,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.107,   573.88,  1209.01,  1.241,       2.00,    0.000,    600.00,   48.78,   0.010,     0.0,     0.0,     0.0,     0.0,     415,    1.5000,
C:\LIFT\DATA\MURIS_202106101148_MaBe3431_590_caloxy_data.csv                                                                   ,2021/06/10, 11:58:31,    1623337111113, -462.04,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      0.821,   938.490,   1142.410,    203.920,  0.1785,  0.2173,   438.27,  0.1100,     0.000,   50.000,  0.000,      742,  0.000,      742,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.733,   490.69,  1340.89,  1.006,       2.39,    0.000,    600.00,   29.18,   0.010,     0.0,     0.0,     0.0,     0.0,      15,    1.5000,
C:\LIFT\DATA\MURIS_202106101148_MaBe3431_590_caloxy_data.csv                                                                   ,2021/06/10, 11:58:33,    1623337113466, -601.22,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.825,   775.990,   1082.230,    306.240,  0.2830,  0.3946,   469.71,  0.3980,     0.000,   10.225,  0.000,      956,  0.000,     5280,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.346,   210.50,   704.31,  1.035,       2.00,    0.000,    600.00,   49.46,   0.010,     0.0,     0.0,     0.0,     0.0,     516,    1.5000,
C:\LIFT\DATA\MURIS_202106101148_MaBe3431_590_caloxy_data.csv                                                                   ,2021/06/10, 12:01:35,    1623337294850, -311.96,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  320.00,    0.00,      0.868,   997.210,   1123.100,    125.890,  0.1121,  0.1262,   465.00,  0.1630,     0.000,   50.000,  0.000,      617,  0.000,      617,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.946,   552.37,  1627.13,  1.028,       2.00,    0.000,    600.00,   18.35,   0.010,     0.0,     0.0,     0.0,     0.0,      12,    1.5000,
C:\LIFT\DATA\MURIS_202106101148_MaBe3431_590_caloxy_data.csv                                                                   ,2021/06/10, 12:01:37,    1623337297133, -600.01,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.831,   792.140,   1103.930,    311.790,  0.2824,  0.3936,   465.97,  0.3300,     0.000,    2.619,  0.000,      646,  0.000,     1053,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.184,   310.66,   989.13,  1.390,       2.00,    0.000,    600.00,   51.12,   0.010,     0.0,     0.0,     0.0,     0.0,     402,    1.5000,
C:\LIFT\DATA\MURIS_202106101148_MaBe3431_590_caloxy_data.csv                                                                   ,2021/06/10, 12:04:38,    1623337478488, -598.42,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.193,   686.240,    946.690,    260.450,  0.2751,  0.3795,   417.32,  0.3630,     0.000,    4.611,  0.000,      792,  0.000,     4348,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.925,   203.45,   595.09,  1.146,       2.00,    0.000,    600.00,   60.97,   0.010,     0.0,     0.0,     0.0,     0.0,     943,    1.5000,
C:\LIFT\DATA\MURIS_202106101148_MaBe3431_590_caloxy_data.csv                                                                   ,2021/06/10, 12:04:41,    1623337481316, -600.40,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.123,   704.040,    916.580,    212.540,  0.2319,  0.3019,   420.99,  0.2280,     0.000,    4.627,  0.000,      729,  0.000,     2646,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.761,   284.77,   786.34,  1.022,       2.00,    0.000,    600.00,   48.52,   0.010,     0.0,     0.0,     0.0,     0.0,     572,    1.5000,
