Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202106101356_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/10, 14:00:09,    1623344409704, -616.64,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.944,  4516.260,   6331.340,   1815.080,  0.2867,  0.4019,   307.61,  0.1800,     0.000,    6.418,  0.000,     1047,  0.000,     2600,  0.000,    10058, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.999,   103.95,   207.82,  0.825,       2.00,    0.000,    600.00,   45.14,   0.000,     0.0,     0.0,     0.0,     0.0,    1567,    1.0920,
C:\LIFT\DATA\MURIS_202106101356_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/10, 14:00:12,    1623344412419, -618.07,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.501,  4615.160,   6030.130,   1414.970,  0.2346,  0.3066,   340.77,  0.2410,     0.000,    5.917,  0.000,     1648,  0.000,     2286,  0.000,     6940, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.281,    89.86,   204.98,  0.858,       2.00,    0.000,    600.00,   54.91,   0.029,     0.0,     0.0,     0.0,     0.0,    1173,    1.0490,
C:\LIFT\DATA\MURIS_202106101356_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/10, 14:03:14,    1623344594127,  -45.88,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      1.068,  7321.720,   8445.760,   1124.040,  0.1331,  0.1535,   813.26,  0.1490,     0.000,    5.764,  0.000,      227,  0.000,      462,  0.000,     2069, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    5.172,   282.26,  1459.82,  0.817,       2.00,    0.000,    600.00,   24.29,   0.108,     0.0,     0.0,     0.0,     0.0,     359,    1.7540,
C:\LIFT\DATA\MURIS_202106101356_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/10, 14:03:16,    1623344596584, -596.20,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.082,  5878.300,   7818.110,   1939.810,  0.2481,  0.3300,   346.51,  0.1820,     0.000,    4.968,  0.000,      838,  0.000,     1192,  0.000,     6153, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.248,   142.02,   319.31,  0.076,       2.00,    0.000,    600.00,   38.43,   0.025,     0.0,     0.0,     0.0,     0.0,    1239,    1.0420,
C:\LIFT\DATA\MURIS_202106101356_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/10, 14:06:18,    1623344778073,  542.56,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      1.059,  7400.330,   8456.940,   1056.610,  0.1249,  0.1428,   416.93,  0.0000,     0.000,    1.649,  0.000,      576,  0.000,      576,  0.000,     1520, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.511,   300.72,   755.04,  0.262,       2.00,    0.000,    600.00,   18.88,   0.000,     0.0,     0.0,     0.0,     0.0,     922,    2.0000,
C:\LIFT\DATA\MURIS_202106101356_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/10, 14:06:20,    1623344780401, -598.28,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.886,  6215.300,   8404.030,   2188.730,  0.2604,  0.3522,   385.61,  0.4240,     0.000,    4.731,  0.000,      187,  0.000,      631,  0.000,     2574, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.759,   278.43,   768.32,  1.066,       2.00,    0.000,    600.00,   43.12,   0.015,     0.0,     0.0,     0.0,     0.0,     544,    1.0000,
C:\LIFT\DATA\MURIS_202106101356_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/10, 14:09:22,    1623344961986, 1572.26,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  320.00,    0.00,      1.328,  7503.090,   8135.730,    632.640,  0.0778,  0.0843,   957.64,  0.4330,     0.000,    1.561,  0.000,      150,  0.000,      351,  0.000,     2574, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    6.784,   417.14,  2829.76,  0.546,       2.00,    0.000,    600.00,   15.60,   0.010,     0.0,     0.0,     0.0,     0.0,     225,    1.5000,
C:\LIFT\DATA\MURIS_202106101356_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/10, 14:09:24,    1623344964362, -597.94,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.224,  5856.180,   7545.630,   1689.450,  0.2239,  0.2885,   354.00,  0.3630,     0.000,    5.219,  0.000,      549,  0.000,      559,  0.000,     2802, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.467,   255.46,   630.25,  0.760,       2.00,    0.000,    600.00,   44.32,   0.019,     0.0,     0.0,     0.0,     0.0,     537,    1.0000,
C:\LIFT\DATA\MURIS_202106101356_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/10, 14:12:25,    1623345145787, -611.88,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.360,  4738.610,   6571.100,   1832.490,  0.2789,  0.3867,   330.12,  0.3860,     0.000,    3.742,  0.000,      922,  0.000,     1401,  0.000,     4805, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.366,   121.89,   288.34,  0.759,       2.00,    0.000,    600.00,   50.82,   0.000,     0.0,     0.0,     0.0,     0.0,    1284,    1.0170,
C:\LIFT\DATA\MURIS_202106101356_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/10, 14:12:28,    1623345148803, -611.49,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.874,  4893.580,   6282.810,   1389.230,  0.2211,  0.2839,   356.88,  0.4360,     0.000,    4.076,  0.000,     1645,  0.000,     1645,  0.000,     2999, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.637,   100.61,   265.31,  0.888,       2.00,    0.000,    600.00,   41.54,   0.008,     0.0,     0.0,     0.0,     0.0,     736,    1.0660,
