Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202106101558_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/10, 16:02:05,    1623351724915, -592.31,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      3.659,   191.660,    219.700,     28.040,  0.1276,  0.1463,    61.59,  0.1960,     0.000,    0.480,  0.000,     2671,  0.000,     2671,  0.000,     1734, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.398,   310.99,   123.87,  1.092,       2.15,    0.000,    600.00,   47.56,   0.010,     0.0,     0.0,     0.0,     0.0,    5565,    1.4990,
C:\LIFT\DATA\MURIS_202106101558_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/10, 16:02:07,    1623351727499, -592.45,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.473,   194.510,    223.520,     29.010,  0.1298,  0.1491,    48.38,  0.0220,     0.000,    0.254,  0.000,     1216,  0.000,     1216,  0.000,     1734, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.293,   569.84,   167.09,  0.919,       2.00,    0.000,    600.00,   40.39,   0.010,     0.0,     0.0,     0.0,     0.0,    4787,    1.5000,
C:\LIFT\DATA\MURIS_202106101558_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/10, 16:05:09,    1623351908932, -574.17,     0.0000,      0.0000,  NO DATA,    '10000,   160.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.043,   200.590,    222.450,     21.860,  0.0983,  0.1090,    74.30,  0.5350,     0.000,    1.803,  0.000,      876,  0.000,     2495,  0.000,     1734, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.526,   955.81,   502.30,  1.734,       3.05,    0.000,    600.00,   28.81,   0.010,     0.0,     0.0,     0.0,     0.0,    1384,    1.5000,
C:\LIFT\DATA\MURIS_202106101558_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/10, 16:05:11,    1623351911569, -592.37,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.091,   185.340,    221.710,     36.370,  0.1640,  0.1962,    59.60,  0.3710,     0.000,    3.123,  0.000,      150,  0.000,      730,  0.000,     4204, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.392,  1262.02,   495.27,  0.708,       2.00,    0.000,    600.00,   56.95,   0.162,     0.0,     0.0,     0.0,     0.0,    1346,    1.0000,
C:\LIFT\DATA\MURIS_202106101558_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/10, 16:08:13,    1623352093289, -555.41,     0.0000,      0.0000,  NO DATA,    '10000,   320.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.706,   194.120,    211.500,     17.380,  0.0822,  0.0895,    82.04,  0.5320,     0.000,    1.700,  0.000,      961,  0.000,     1668,  0.000,     4204, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.577,  1016.93,   586.90,  1.324,       3.45,    0.000,    600.00,   30.51,   0.010,     0.0,     0.0,     0.0,     0.0,     981,    1.5000,
C:\LIFT\DATA\MURIS_202106101558_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/10, 16:08:16,    1623352095947, -594.20,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.333,   177.910,    214.260,     36.350,  0.1697,  0.2043,    57.96,  0.3270,     0.000,    3.289,  0.000,      750,  0.000,     1053,  0.000,     4772, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.382,   908.28,   346.95,  0.907,       2.00,    0.000,    600.00,   69.35,   0.114,     0.0,     0.0,     0.0,     0.0,    1451,    1.0720,
C:\LIFT\DATA\MURIS_202106101558_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/10, 16:11:17,    1623352277490, -511.39,     0.0000,      0.0000,  NO DATA,    '10000,   640.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.211,   193.220,    206.350,     13.130,  0.0636,  0.0680,    99.21,  0.6290,     0.000,    2.046,  0.000,     1311,  0.000,     1861,  0.000,     4772, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.750,   682.04,   511.40,  1.144,       3.41,    0.000,    600.00,   23.91,   0.010,     0.0,     0.0,     0.0,     0.0,     910,    1.5000,
C:\LIFT\DATA\MURIS_202106101558_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/10, 16:11:20,    1623352280100, -592.84,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.976,   174.210,    207.580,     33.370,  0.1608,  0.1916,    59.06,  0.3160,     0.000,    2.932,  0.000,      206,  0.000,      766,  0.000,     3756, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.383,  1256.71,   481.37,  0.822,       2.00,    0.000,    600.00,   56.70,   0.142,     0.0,     0.0,     0.0,     0.0,    1281,    1.0000,
C:\LIFT\DATA\MURIS_202106101558_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/10, 16:14:21,    1623352461712, -593.20,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      3.576,   180.800,    209.520,     28.720,  0.1371,  0.1588,    58.37,  0.1640,     0.000,    0.484,  0.000,     2660,  0.000,     2660,  0.000,     3756, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.373,   334.85,   124.74,  1.067,       2.18,    0.000,    600.00,   44.22,   0.010,     0.0,     0.0,     0.0,     0.0,    5496,    1.4960,
C:\LIFT\DATA\MURIS_202106101558_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/10, 16:14:24,    1623352464308, -593.41,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.324,   185.640,    210.690,     25.050,  0.1189,  0.1349,    60.24,  0.1600,     0.000,    0.483,  0.000,     2037,  0.000,     2037,  0.000,     3756, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.383,   425.98,   163.01,  1.099,       2.32,    0.000,    600.00,   33.94,   0.010,     0.0,     0.0,     0.0,     0.0,    4217,    1.4940,
