Source DataFile                                                   ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_raw,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
------------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202112101506_MaBe3725_590_caloxy_noTC_data.csv , 2021/12/10, 15:09:57,    1639163397287,--Not Acquired--     ,--Not Acquired--     , -300.47,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.756,   691.973,   1410.222,    718.249,  0.5093,  1.0380,   414.07,  0.3112,     0.000,    2.541,  0.000,      534,  0.000,     1422,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.803,   337.74,   946.63,  0.823,       5.17,    0.005,    600.00,  203.97,   0.000,     0.0,     0.0,     0.0,     0.0,     560,    1.5000,
C:\LIFT\DATA\MURIS_202112101506_MaBe3725_590_caloxy_noTC_data.csv , 2021/12/10, 15:09:59,    1639163399442,--Not Acquired--     ,--Not Acquired--     , -301.10,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.409,   718.498,   1262.335,    543.838,  0.4308,  0.7569,   486.64,  0.2592,     0.000,    2.609,  0.000,      566,  0.000,     1220,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.230,   307.72,   994.00,  0.532,       6.22,    0.000,    600.00,  181.26,   0.000,     0.0,     0.0,     0.0,     0.0,     468,    1.5000,
C:\LIFT\DATA\MURIS_202112101506_MaBe3725_590_caloxy_noTC_data.csv , 2021/12/10, 15:13:00,    1639163580610,--Not Acquired--     ,--Not Acquired--     , -266.03,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   40.00,    0.00,      2.245,   861.299,   1400.775,    539.476,  0.3851,  0.6264,   423.03,  0.0000,     0.000,    3.860,  0.000,      723,  0.000,     1482,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.548,   354.87,   904.07,  0.498,       5.00,    0.002,    600.00,  171.93,   0.000,     0.0,     0.0,     0.0,     0.0,     384,    1.5000,
C:\LIFT\DATA\MURIS_202112101506_MaBe3725_590_caloxy_noTC_data.csv , 2021/12/10, 15:13:02,    1639163582746,--Not Acquired--     ,--Not Acquired--     , -299.01,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.265,   714.080,   1270.529,    556.449,  0.4380,  0.7793,   500.99,  0.3120,     0.000,    1.961,  0.000,      509,  0.000,     1000,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.403,   298.10,  1014.40,  0.408,       6.96,    0.000,    600.00,  200.08,   0.000,     0.0,     0.0,     0.0,     0.0,     510,    1.5000,
C:\LIFT\DATA\MURIS_202112101506_MaBe3725_590_caloxy_noTC_data.csv , 2021/12/10, 15:16:04,    1639163763927,--Not Acquired--     ,--Not Acquired--     , -228.14,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      2.464,   935.912,   1411.285,    475.373,  0.3368,  0.5079,   416.58,  0.0000,     0.000,    6.485,  0.000,      807,  0.000,     1862,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.509,   364.38,   914.13,  0.374,       5.00,    0.002,    600.00,  131.48,   0.000,     0.0,     0.0,     0.0,     0.0,     287,    1.5000,
C:\LIFT\DATA\MURIS_202112101506_MaBe3725_590_caloxy_noTC_data.csv , 2021/12/10, 15:16:06,    1639163766040,--Not Acquired--     ,--Not Acquired--     , -300.43,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.119,   723.021,   1293.952,    570.931,  0.4412,  0.7896,   508.75,  0.2839,     0.000,    1.789,  0.000,      441,  0.000,      915,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.410,   317.59,  1082.87,  0.435,       8.06,    0.000,    600.00,  173.82,   0.000,     0.0,     0.0,     0.0,     0.0,     511,    1.5000,
C:\LIFT\DATA\MURIS_202112101506_MaBe3725_590_caloxy_noTC_data.csv , 2021/12/10, 15:19:07,    1639163947234,--Not Acquired--     ,--Not Acquired--     , -143.13,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      2.624,  1039.976,   1468.229,    428.253,  0.2917,  0.4118,   314.52,  0.0000,     0.000,   13.989,  0.000,      759,  0.000,     3838,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.894,   511.34,   968.53,  0.340,       5.00,    0.018,    600.00,   94.58,   0.000,     0.0,     0.0,     0.0,     0.0,     274,    1.5000,
C:\LIFT\DATA\MURIS_202112101506_MaBe3725_590_caloxy_noTC_data.csv , 2021/12/10, 15:19:09,    1639163949366,--Not Acquired--     ,--Not Acquired--     , -300.47,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.013,   740.394,   1292.034,    551.640,  0.4270,  0.7451,   518.20,  0.3440,     0.000,    1.696,  0.000,      528,  0.000,      910,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.578,   271.73,   972.31,  0.337,       7.58,    0.000,    600.00,  219.29,   0.000,     0.0,     0.0,     0.0,     0.0,     537,    1.5000,
C:\LIFT\DATA\MURIS_202112101506_MaBe3725_590_caloxy_noTC_data.csv , 2021/12/10, 15:22:10,    1639164130534,--Not Acquired--     ,--Not Acquired--     , -300.78,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      4.571,   697.131,   1364.933,    667.802,  0.4893,  0.9579,   427.16,  0.3155,     0.000,    2.145,  0.000,      502,  0.000,     1207,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.897,   336.09,   973.66,  0.732,       5.00,    0.003,    600.00,  292.65,   0.000,     0.0,     0.0,     0.0,     0.0,     563,    1.5000,
