Source DataFile                                                   ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_raw,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
------------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202112101306_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/10, 13:09:59,    1639156198974,--Not Acquired--     ,--Not Acquired--     , -296.20,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.732,   642.335,    997.725,    355.390,  0.3562,  0.5533,   328.95,  0.2646,     0.000,    3.253,  0.000,      678,  0.000,     2077,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.181,   359.07,   783.22,  0.309,       5.00,    0.013,    600.00,  140.10,   0.000,     0.0,     0.0,     0.0,     0.0,     638,    1.5000,
C:\LIFT\DATA\MURIS_202112101306_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/10, 13:10:01,    1639156201110,--Not Acquired--     ,--Not Acquired--     , -297.09,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.776,   662.562,    978.504,    315.942,  0.3229,  0.4768,   318.93,  0.2495,     0.000,    4.415,  0.000,      699,  0.000,     2199,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.096,   410.99,   861.44,  0.313,       5.00,    0.023,    600.00,  135.17,   0.000,     0.0,     0.0,     0.0,     0.0,     498,    1.5000,
C:\LIFT\DATA\MURIS_202112101306_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/10, 13:13:02,    1639156382277,--Not Acquired--     ,--Not Acquired--     , -264.00,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   40.00,    0.00,      1.081,   780.868,   1226.028,    445.160,  0.3631,  0.5701,   355.82,  0.0489,     0.000,    4.464,  0.000,      632,  0.000,     1570,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.176,   469.96,  1022.66,  0.506,       5.00,    0.012,    600.00,  137.77,   0.000,     0.0,     0.0,     0.0,     0.0,     352,    1.5000,
C:\LIFT\DATA\MURIS_202112101306_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/10, 13:13:04,    1639156384398,--Not Acquired--     ,--Not Acquired--     , -298.79,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.420,   696.213,   1090.483,    394.270,  0.3616,  0.5663,   456.99,  0.2856,     0.000,    2.342,  0.000,      596,  0.000,      999,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.062,   329.40,  1008.72,  0.397,       5.74,    0.000,    600.00,  158.58,   0.000,     0.0,     0.0,     0.0,     0.0,     427,    1.5000,
C:\LIFT\DATA\MURIS_202112101306_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/10, 13:16:05,    1639156565554,--Not Acquired--     ,--Not Acquired--     , -221.27,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      3.477,   890.222,   1297.591,    407.369,  0.3139,  0.4576,   410.09,  0.0000,     0.000,    6.634,  0.000,      694,  0.000,     2065,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.470,   402.79,   994.76,  0.407,       5.00,    0.001,    600.00,  172.42,   0.000,     0.0,     0.0,     0.0,     0.0,     311,    1.5000,
C:\LIFT\DATA\MURIS_202112101306_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/10, 13:16:07,    1639156567677,--Not Acquired--     ,--Not Acquired--     , -299.29,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.359,   738.690,   1193.878,    455.188,  0.3813,  0.6162,   448.71,  0.2469,     0.000,    2.017,  0.000,      512,  0.000,      909,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.954,   361.70,  1068.51,  0.402,       5.90,    0.000,    600.00,  190.70,   0.000,     0.0,     0.0,     0.0,     0.0,     451,    1.5000,
C:\LIFT\DATA\MURIS_202112101306_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/10, 13:19:09,    1639156748848,--Not Acquired--     ,--Not Acquired--     , -128.72,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      1.632,  1038.999,   1441.610,    402.611,  0.2793,  0.3875,   271.39,  0.0000,     0.000,    9.957,  0.000,      658,  0.000,     3332,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.634,   616.36,  1007.35,  0.267,       5.00,    0.019,    600.00,   82.18,   0.000,     0.0,     0.0,     0.0,     0.0,     335,    1.5000,
C:\LIFT\DATA\MURIS_202112101306_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/10, 13:19:11,    1639156750987,--Not Acquired--     ,--Not Acquired--     , -300.69,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.167,   798.284,   1274.020,    475.736,  0.3734,  0.5959,   451.30,  0.2736,     0.000,    2.053,  0.000,      535,  0.000,      976,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.007,   339.27,  1020.27,  0.376,       6.20,    0.000,    600.00,  183.88,   0.000,     0.0,     0.0,     0.0,     0.0,     475,    1.5000,
C:\LIFT\DATA\MURIS_202112101306_MaBe3726_590_caloxy_noTC_data.csv , 2021/12/10, 13:22:12,    1639156932155,--Not Acquired--     ,--Not Acquired--     , -297.95,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.496,   627.277,    986.392,    359.115,  0.3641,  0.5725,   305.98,  0.2886,     0.000,    3.515,  0.000,      653,  0.000,     2204,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.044,   395.94,   809.21,  0.240,       5.00,    0.017,    600.00,  129.54,   0.000,     0.0,     0.0,     0.0,     0.0,     627,    1.5000,
