Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202107091220_MaBe3455_445_caloxy_data.csv                                                                   ,2021/07/09, 12:26:02,    1625844362269, -291.30,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.111,   124.550,    186.370,     61.820,  0.3317,  0.4963,    77.51,  0.4420,     0.000,    2.234,  0.000,      726,  0.000,     2014,  0.000,     8610, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.548,   474.48,   260.06,  0.496,       2.00,    0.000,    600.00,  135.72,   0.063,     0.0,     0.0,     0.0,     0.0,    3854,    1.7380,
C:\LIFT\DATA\MURIS_202107091220_MaBe3455_445_caloxy_data.csv                                                                   ,2021/07/09, 12:26:05,    1625844365292, -291.34,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.120,   129.180,    183.210,     54.030,  0.2949,  0.4183,    71.72,  0.3340,     0.000,    2.575,  0.000,      738,  0.000,     2127,  0.000,    11636, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.486,   449.26,   218.23,  0.647,       2.65,    0.000,    600.00,  124.27,   0.042,     0.0,     0.0,     0.0,     0.0,    4519,    1.6390,
C:\LIFT\DATA\MURIS_202107091220_MaBe3455_445_caloxy_data.csv                                                                   ,2021/07/09, 12:29:07,    1625844547184, -278.64,     0.0000,      0.0000,  NO DATA,    '10000,   160.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.121,   143.320,    197.750,     54.430,  0.2752,  0.3798,    79.08,  0.3720,     0.000,   10.802,  0.000,      411,  0.000,      595,  0.000,     3684, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.503,  2646.63,  1330.91,  1.054,       4.80,    0.000,    600.00,  105.34,   0.000,     0.0,     0.0,     0.0,     0.0,     341,    2.0000,
C:\LIFT\DATA\MURIS_202107091220_MaBe3455_445_caloxy_data.csv                                                                   ,2021/07/09, 12:29:10,    1625844549849, -292.07,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.517,   129.270,    193.010,     63.740,  0.3302,  0.4931,    75.58,  0.3510,     0.000,    2.641,  0.000,      555,  0.000,     1265,  0.000,    15414, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.514,   498.87,   256.23,  0.367,       3.79,    0.000,    600.00,  154.78,   0.000,     0.0,     0.0,     0.0,     0.0,    5836,    2.0000,
C:\LIFT\DATA\MURIS_202107091220_MaBe3455_445_caloxy_data.csv                                                                   ,2021/07/09, 12:32:11,    1625844731643, -263.82,     0.0000,      0.0000,  NO DATA,    '10000,   320.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.945,   147.110,    199.130,     52.020,  0.2612,  0.3536,    78.39,  0.3290,     0.000,    4.847,  0.000,      378,  0.000,      415,  0.000,     1544, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.491,  3143.11,  1544.78,  1.298,       4.35,    0.000,    600.00,  106.83,   0.065,     0.0,     0.0,     0.0,     0.0,     319,    1.9560,
C:\LIFT\DATA\MURIS_202107091220_MaBe3455_445_caloxy_data.csv                                                                   ,2021/07/09, 12:32:14,    1625844734200, -292.15,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.253,   128.700,    191.020,     62.320,  0.3262,  0.4842,    78.11,  0.3480,     0.000,    2.554,  0.000,      544,  0.000,     1223,  0.000,    15639, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.531,   468.40,   248.86,  0.324,       5.07,    0.000,    600.00,  147.77,   0.000,     0.0,     0.0,     0.0,     0.0,    6123,    2.0000,
C:\LIFT\DATA\MURIS_202107091220_MaBe3455_445_caloxy_data.csv                                                                   ,2021/07/09, 12:35:16,    1625844916059, -230.11,     0.0000,      0.0000,  NO DATA,    '10000,   640.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.243,   153.460,    201.880,     48.420,  0.2398,  0.3155,    74.15,  0.2850,     0.000,   29.844,  0.000,      380,  0.000,      583,  0.000,     9292, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.463,  2958.24,  1369.19,  1.202,       4.56,    0.000,    600.00,   94.19,   0.000,     0.0,     0.0,     0.0,     0.0,     311,    2.0000,
C:\LIFT\DATA\MURIS_202107091220_MaBe3455_445_caloxy_data.csv                                                                   ,2021/07/09, 12:35:19,    1625844918810, -291.67,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.973,   129.430,    189.950,     60.520,  0.3186,  0.4676,    76.86,  0.3170,     0.000,    2.428,  0.000,      566,  0.000,     1191,  0.000,    13606, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.515,   512.92,   264.15,  0.412,       3.62,    0.000,    600.00,  131.78,   0.000,     0.0,     0.0,     0.0,     0.0,    5604,    2.0000,
C:\LIFT\DATA\MURIS_202107091220_MaBe3455_445_caloxy_data.csv                                                                   ,2021/07/09, 12:38:20,    1625845100674, -291.90,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.959,   121.700,    183.270,     61.570,  0.3360,  0.5059,    79.87,  0.4240,     0.000,    2.202,  0.000,      595,  0.000,     1780,  0.000,     9881, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.560,   483.99,   271.01,  0.698,       3.05,    0.000,    600.00,  139.76,   0.057,     0.0,     0.0,     0.0,     0.0,    4487,    1.8810,
C:\LIFT\DATA\MURIS_202107091220_MaBe3455_445_caloxy_data.csv                                                                   ,2021/07/09, 12:38:23,    1625845103680, -290.91,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.364,   124.410,    178.810,     54.400,  0.3042,  0.4373,    74.52,  0.3000,     0.000,    2.284,  0.000,      647,  0.000,     2107,  0.000,    12798, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.498,   436.79,   217.69,  0.108,      16.36,    0.000,    600.00,  144.55,   0.014,     0.0,     0.0,     0.0,     0.0,    5603,    1.8670,
