Source DataFile                                                 ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_raw,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
----------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202112130828_MaBe3729_445_caloxy_TC_data.csv , 2021/12/13, 08:30:46,    1639398646153,--Not Acquired--     ,--Not Acquired--     , -291.87,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      3.282,   158.281,    305.375,    147.094,  0.4817,  0.9293,    73.24,  0.4352,     0.000,    2.157,  0.000,     1939,  0.000,     5376,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.517,   464.17,   240.16,  0.000,       5.00,    0.000,    600.00,  270.94,   0.000,     0.0,     0.0,     0.0,     0.0,    2493,    1.5000,
C:\LIFT\DATA\MURIS_202112130828_MaBe3729_445_caloxy_TC_data.csv , 2021/12/13, 08:30:48,    1639398648232,--Not Acquired--     ,--Not Acquired--     , -291.46,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     60.957,   164.371,    304.026,    139.655,  0.4594,  0.8496,    60.69,  0.0304,     0.000,    2.928,  0.000,     1609,  0.000,     5349,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.368,   794.25,   292.60,  0.000,       5.00,    0.000,    600.00,  283.99,   0.000,     0.0,     0.0,     0.0,     0.0,    1827,    1.5000,
C:\LIFT\DATA\MURIS_202112130828_MaBe3729_445_caloxy_TC_data.csv , 2021/12/13, 08:33:49,    1639398829309,--Not Acquired--     ,--Not Acquired--     , -286.79,     0.0000,      0.0000,  NO DATA,    '10000,    40.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.480,   181.614,    371.035,    189.421,  0.5105,  1.0430,    69.90,  0.4635,     0.000,    2.157,  0.000,      716,  0.000,     2000,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.469,  1495.23,   700.78,  0.333,      32.27,    0.000,    600.00,  250.73,   0.000,     0.0,     0.0,     0.0,     0.0,     927,    1.5000,
C:\LIFT\DATA\MURIS_202112130828_MaBe3729_445_caloxy_TC_data.csv , 2021/12/13, 08:33:51,    1639398831417,--Not Acquired--     ,--Not Acquired--     , -291.76,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     30.182,   165.415,    376.335,    210.920,  0.5605,  1.2751,    69.10,  0.3071,     0.000,    3.231,  0.000,     1478,  0.000,     5046,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.456,   764.25,   348.17,  0.000,       5.00,    0.000,    600.00,  315.69,   0.000,     0.0,     0.0,     0.0,     0.0,    1562,    1.5000,
C:\LIFT\DATA\MURIS_202112130828_MaBe3729_445_caloxy_TC_data.csv , 2021/12/13, 08:36:52,    1639399012467,--Not Acquired--     ,--Not Acquired--     , -283.39,     0.0000,      0.0000,  NO DATA,    '10000,    80.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.184,   177.166,    335.751,    158.585,  0.4723,  0.8951,    64.55,  0.4773,     0.000,    2.074,  0.000,      825,  0.000,     2046,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.435,  1465.82,   637.84,  0.377,      17.31,    0.000,    600.00,  244.65,   0.000,     0.0,     0.0,     0.0,     0.0,     987,    1.5000,
C:\LIFT\DATA\MURIS_202112130828_MaBe3729_445_caloxy_TC_data.csv , 2021/12/13, 08:36:54,    1639399014580,--Not Acquired--     ,--Not Acquired--     , -292.11,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     52.139,   158.367,    347.408,    189.041,  0.5441,  1.1937,    63.77,  0.2213,     0.000,    3.127,  0.000,     1503,  0.000,     5091,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.408,   815.01,   332.80,  0.000,       5.00,    0.000,    600.00,  323.59,   0.000,     0.0,     0.0,     0.0,     0.0,    1628,    1.5000,
C:\LIFT\DATA\MURIS_202112130828_MaBe3729_445_caloxy_TC_data.csv , 2021/12/13, 08:39:55,    1639399195631,--Not Acquired--     ,--Not Acquired--     , -272.83,     0.0000,      0.0000,  NO DATA,    '10000,   160.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.300,   174.144,    304.228,    130.084,  0.4276,  0.7470,    60.20,  0.4410,     0.000,    2.082,  0.000,      836,  0.000,     1908,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.399,  1649.03,   657.50,  0.601,      10.75,    0.000,    600.00,  203.67,   0.000,     0.0,     0.0,     0.0,     0.0,     917,    1.5000,
C:\LIFT\DATA\MURIS_202112130828_MaBe3729_445_caloxy_TC_data.csv , 2021/12/13, 08:39:57,    1639399197725,--Not Acquired--     ,--Not Acquired--     , -292.78,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     61.845,   152.426,    313.609,    161.183,  0.5140,  1.0575,    58.50,  0.0914,     0.000,    3.032,  0.000,     1592,  0.000,     5331,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.361,   841.15,   303.46,  0.000,       5.00,    0.000,    600.00,  262.26,   0.000,     0.0,     0.0,     0.0,     0.0,    1758,    1.5000,
C:\LIFT\DATA\MURIS_202112130828_MaBe3729_445_caloxy_TC_data.csv , 2021/12/13, 08:42:58,    1639399378767,--Not Acquired--     ,--Not Acquired--     , -293.02,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      3.386,   158.844,    317.652,    158.808,  0.4999,  0.9998,    75.56,  0.4603,     0.000,    2.227,  0.000,     1980,  0.000,     5245,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.540,   456.08,   246.39,  0.000,       5.00,    0.000,    600.00,  307.41,   0.000,     0.0,     0.0,     0.0,     0.0,    2356,    1.5000,
C:\LIFT\DATA\MURIS_202112130828_MaBe3729_445_caloxy_TC_data.csv , 2021/12/13, 08:43:01,    1639399380833,--Not Acquired--     ,--Not Acquired--     , -293.92,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     51.435,   165.433,    320.825,    155.392,  0.4844,  0.9393,    59.89,  0.0670,     0.000,    2.989,  0.000,     1590,  0.000,     5195,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.367,   828.74,   304.13,  0.000,       5.00,    0.000,    600.00,  292.83,   0.000,     0.0,     0.0,     0.0,     0.0,    1738,    1.5000,
