Source DataFile                                                 ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_raw,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
----------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202112130810_MaBe3729_590_caloxy_TC_data.csv , 2021/12/13, 08:13:28,    1639397608635,--Not Acquired--     ,--Not Acquired--     ,-1510.79,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.043,  1565.301,   2847.313,   1282.012,  0.4503,  0.8190,   306.06,  0.0000,     0.000,    1.739,  0.000,      790,  0.000,     1614,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.843,   315.89,   582.23,  0.594,       5.00,    0.000,    600.00,   74.05,   0.000,     0.0,     0.0,     0.0,     0.0,     928,    1.5000,
C:\LIFT\DATA\MURIS_202112130810_MaBe3729_590_caloxy_TC_data.csv , 2021/12/13, 08:13:31,    1639397611111,--Not Acquired--     ,--Not Acquired--     ,-1508.94,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.206,  1627.974,   2671.204,   1043.230,  0.3905,  0.6408,   370.09,  0.1317,     0.000,    1.549,  0.000,      807,  0.000,     1275,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.340,   265.48,   621.19,  0.520,       5.00,    0.002,    600.00,   76.88,   0.000,     0.0,     0.0,     0.0,     0.0,     823,    1.5000,
C:\LIFT\DATA\MURIS_202112130810_MaBe3729_590_caloxy_TC_data.csv , 2021/12/13, 08:16:32,    1639397792329,--Not Acquired--     ,--Not Acquired--     ,-1449.45,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   40.00,    0.00,      0.956,  1828.107,   2940.957,   1112.850,  0.3784,  0.6087,   358.71,  0.0000,     0.000,    3.442,  0.000,     1059,  0.000,     2193,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.160,   273.04,   589.82,  0.425,       5.00,    0.006,    600.00,   63.14,   0.000,     0.0,     0.0,     0.0,     0.0,     637,    1.5000,
C:\LIFT\DATA\MURIS_202112130810_MaBe3729_590_caloxy_TC_data.csv , 2021/12/13, 08:16:34,    1639397794439,--Not Acquired--     ,--Not Acquired--     ,-1512.99,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.448,  1724.159,   3031.573,   1307.414,  0.4313,  0.7583,   374.23,  0.0000,     0.000,    1.815,  0.000,     1274,  0.000,     1700,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.254,   200.77,   452.46,  0.357,       7.00,    0.005,    600.00,   69.38,   0.000,     0.0,     0.0,     0.0,     0.0,     937,    1.5000,
C:\LIFT\DATA\MURIS_202112130810_MaBe3729_590_caloxy_TC_data.csv , 2021/12/13, 08:19:35,    1639397975581,--Not Acquired--     ,--Not Acquired--     , -475.80,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      0.858,  1950.597,   3038.627,   1088.030,  0.3581,  0.5578,   359.67,  0.0000,     0.000,    3.954,  0.000,      858,  0.000,     2013,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.166,   337.89,   731.86,  0.445,       5.00,    0.009,    600.00,   54.60,   0.000,     0.0,     0.0,     0.0,     0.0,     509,    1.5000,
C:\LIFT\DATA\MURIS_202112130810_MaBe3729_590_caloxy_TC_data.csv , 2021/12/13, 08:19:37,    1639397977750,--Not Acquired--     ,--Not Acquired--     , -621.69,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.777,  1732.406,   3158.101,   1425.696,  0.4514,  0.8230,   405.65,  0.1173,     0.000,    1.642,  0.000,     1064,  0.000,     1427,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.556,   204.21,   521.88,  0.540,       7.11,    0.006,    600.00,   68.41,   0.000,     0.0,     0.0,     0.0,     0.0,     870,    1.5000,
C:\LIFT\DATA\MURIS_202112130810_MaBe3729_590_caloxy_TC_data.csv , 2021/12/13, 08:22:39,    1639398158902,--Not Acquired--     ,--Not Acquired--     , -310.17,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      0.891,  2111.084,   3097.633,    986.550,  0.3185,  0.4673,   313.44,  0.0000,     0.000,    7.142,  0.000,      769,  0.000,     2389,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.888,   480.21,   906.44,  0.356,       5.00,    0.020,    600.00,   40.41,   0.000,     0.0,     0.0,     0.0,     0.0,     335,    1.5000,
C:\LIFT\DATA\MURIS_202112130810_MaBe3729_590_caloxy_TC_data.csv , 2021/12/13, 08:22:41,    1639398161058,--Not Acquired--     ,--Not Acquired--     , -621.11,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.052,  1724.587,   3174.224,   1449.637,  0.4567,  0.8406,   393.53,  0.2433,     0.000,    1.736,  0.000,      990,  0.000,     1459,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.611,   213.58,   557.73,  0.674,       5.00,    0.007,    600.00,   87.70,   0.000,     0.0,     0.0,     0.0,     0.0,     840,    1.5000,
C:\LIFT\DATA\MURIS_202112130810_MaBe3729_590_caloxy_TC_data.csv , 2021/12/13, 08:25:42,    1639398342166,--Not Acquired--     ,--Not Acquired--     , -619.79,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.185,  1592.835,   3021.710,   1428.875,  0.4729,  0.8971,   409.23,  0.3373,     0.000,    1.698,  0.000,      827,  0.000,     1815,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.855,   189.84,   541.94,  0.798,       5.00,    0.002,    600.00,   89.99,   0.000,     0.0,     0.0,     0.0,     0.0,    1069,    1.5000,
C:\LIFT\DATA\MURIS_202112130810_MaBe3729_590_caloxy_TC_data.csv , 2021/12/13, 08:25:44,    1639398344264,--Not Acquired--     ,--Not Acquired--     , -618.86,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.775,  1660.241,   2834.501,   1174.260,  0.4143,  0.7073,   417.20,  0.1832,     0.000,    1.909,  0.000,      810,  0.000,     1469,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.695,   238.73,   643.42,  0.643,       5.00,    0.000,    600.00,   68.90,   0.000,     0.0,     0.0,     0.0,     0.0,     769,    1.5000,
