Source DataFile                                                   ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_raw,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
------------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202112131230_MaBe3726_445_caloxy_noTC_data.csv , 2021/12/13, 12:33:18,    1639413198722,--Not Acquired--     ,--Not Acquired--     , -117.28,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      6.011,   169.584,    301.811,    132.227,  0.4381,  0.7797,    74.67,  0.4828,     0.000,    2.803,  0.000,      915,  0.000,     5061,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.525,   771.73,   404.94,  0.000,       5.00,    0.017,    600.00,  241.46,   0.000,     0.0,     0.0,     0.0,     0.0,    1806,    1.5000,
C:\LIFT\DATA\MURIS_202112131230_MaBe3726_445_caloxy_noTC_data.csv , 2021/12/13, 12:33:21,    1639413200838,--Not Acquired--     ,--Not Acquired--     , -117.61,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     16.742,   179.343,    285.988,    106.644,  0.3729,  0.5946,    75.27,  0.2779,     0.000,    3.381,  0.000,      968,  0.000,     5858,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.491,   794.74,   390.11,  0.000,       5.00,    0.003,    600.00,  287.83,   0.000,     0.0,     0.0,     0.0,     0.0,    1732,    1.5000,
C:\LIFT\DATA\MURIS_202112131230_MaBe3726_445_caloxy_noTC_data.csv , 2021/12/13, 12:36:22,    1639413381924,--Not Acquired--     ,--Not Acquired--     , -113.25,     0.0000,      0.0000,  NO DATA,    '10000,    40.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.088,   193.284,    346.229,    152.945,  0.4417,  0.7913,    78.52,  0.5114,     0.000,    3.612,  0.000,      675,  0.000,     2034,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.527,  1840.10,   968.98,  0.474,       8.05,    0.033,    600.00,  218.67,   0.000,     0.0,     0.0,     0.0,     0.0,     563,    1.5000,
C:\LIFT\DATA\MURIS_202112131230_MaBe3726_445_caloxy_noTC_data.csv , 2021/12/13, 12:36:24,    1639413384049,--Not Acquired--     ,--Not Acquired--     , -117.22,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     13.154,   177.244,    330.851,    153.607,  0.4643,  0.8666,    85.64,  0.4594,     0.000,    4.129,  0.000,      935,  0.000,     4261,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.589,   958.36,   564.52,  0.000,       5.00,    0.017,    600.00,  327.02,   0.000,     0.0,     0.0,     0.0,     0.0,    1032,    1.5000,
C:\LIFT\DATA\MURIS_202112131230_MaBe3726_445_caloxy_noTC_data.csv , 2021/12/13, 12:39:25,    1639413565152,--Not Acquired--     ,--Not Acquired--     , -107.82,     0.0000,      0.0000,  NO DATA,    '10000,    80.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.789,   192.075,    350.325,    158.249,  0.4517,  0.8239,    72.02,  0.4767,     0.000,    2.893,  0.000,      581,  0.000,     1488,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.471,  2357.39,  1110.17,  0.378,      13.17,    0.028,    600.00,  255.72,   0.000,     0.0,     0.0,     0.0,     0.0,     514,    1.5000,
C:\LIFT\DATA\MURIS_202112131230_MaBe3726_445_caloxy_noTC_data.csv , 2021/12/13, 12:39:27,    1639413567277,--Not Acquired--     ,--Not Acquired--     , -116.87,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     10.391,   173.809,    323.555,    149.746,  0.4628,  0.8616,    84.49,  0.4606,     0.000,    4.109,  0.000,      913,  0.000,     3970,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.579,  1025.36,   593.76,  0.000,       5.00,    0.019,    600.00,  274.15,   0.000,     0.0,     0.0,     0.0,     0.0,     966,    1.5000,
C:\LIFT\DATA\MURIS_202112131230_MaBe3726_445_caloxy_noTC_data.csv , 2021/12/13, 12:42:28,    1639413748365,--Not Acquired--     ,--Not Acquired--     ,  -98.20,     0.0000,      0.0000,  NO DATA,    '10000,   160.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.639,   191.363,    335.299,    143.935,  0.4293,  0.7522,    64.74,  0.4130,     0.000,    2.719,  0.000,      583,  0.000,     1388,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.415,  2626.98,  1090.45,  0.334,      13.16,    0.003,    600.00,  224.86,   0.000,     0.0,     0.0,     0.0,     0.0,     511,    1.5000,
C:\LIFT\DATA\MURIS_202112131230_MaBe3726_445_caloxy_noTC_data.csv , 2021/12/13, 12:42:30,    1639413750490,--Not Acquired--     ,--Not Acquired--     , -117.41,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     19.305,   166.097,    302.570,    136.472,  0.4510,  0.8216,    80.30,  0.3723,     0.000,    4.310,  0.000,      917,  0.000,     5300,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.536,   941.23,   504.94,  0.000,       5.00,    0.005,    600.00,  296.74,   0.000,     0.0,     0.0,     0.0,     0.0,    1230,    1.5000,
C:\LIFT\DATA\MURIS_202112131230_MaBe3726_445_caloxy_noTC_data.csv , 2021/12/13, 12:45:31,    1639413931594,--Not Acquired--     ,--Not Acquired--     , -117.07,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     11.288,   166.336,    295.816,    129.480,  0.4377,  0.7784,    78.76,  0.4986,     0.000,    3.033,  0.000,     1004,  0.000,     5270,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.562,   713.41,   400.68,  0.000,       5.00,    0.022,    600.00,  358.52,   0.000,     0.0,     0.0,     0.0,     0.0,    1738,    1.5000,
