Source DataFile                                                 ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_raw,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
----------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202112131109_MaBe3727_445_caloxy_TC_data.csv , 2021/12/13, 11:13:07,    1639408387262,--Not Acquired--     ,--Not Acquired--     , -297.06,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      5.398,   220.285,    404.283,    183.998,  0.4551,  0.8353,    78.79,  0.4438,     0.000,    3.091,  0.000,     1178,  0.000,     6225,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.552,   612.52,   337.90,  0.000,       5.00,    0.006,    600.00,  274.72,   0.000,     0.0,     0.0,     0.0,     0.0,    2014,    1.5000,
C:\LIFT\DATA\MURIS_202112131109_MaBe3727_445_caloxy_TC_data.csv , 2021/12/13, 11:13:09,    1639408389342,--Not Acquired--     ,--Not Acquired--     , -297.06,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     20.258,   233.099,    400.488,    167.389,  0.4180,  0.7181,    66.63,  0.1089,     0.000,    3.973,  0.000,     1114,  0.000,     6915,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.413,   866.31,   357.55,  0.000,       5.00,    0.000,    600.00,  259.82,   0.000,     0.0,     0.0,     0.0,     0.0,    1740,    1.5000,
C:\LIFT\DATA\MURIS_202112131109_MaBe3727_445_caloxy_TC_data.csv , 2021/12/13, 11:16:10,    1639408570423,--Not Acquired--     ,--Not Acquired--     , -287.61,     0.0000,      0.0000,  NO DATA,    '10000,    40.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.323,   255.711,    501.147,    245.435,  0.4897,  0.9598,    84.27,  0.4895,     0.000,    2.894,  0.000,      597,  0.000,     1435,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.559,  1957.59,  1095.14,  0.316,      23.36,    0.007,    600.00,  304.88,   0.000,     0.0,     0.0,     0.0,     0.0,     496,    1.5000,
C:\LIFT\DATA\MURIS_202112131109_MaBe3727_445_caloxy_TC_data.csv , 2021/12/13, 11:16:12,    1639408572553,--Not Acquired--     ,--Not Acquired--     , -294.16,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     17.168,   233.394,    524.328,    290.934,  0.5549,  1.2465,    74.30,  0.2945,     0.000,    4.497,  0.000,      975,  0.000,     4967,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.482,  1066.42,   514.24,  0.000,       5.00,    0.000,    600.00,  377.54,   0.000,     0.0,     0.0,     0.0,     0.0,    1104,    1.5000,
C:\LIFT\DATA\MURIS_202112131109_MaBe3727_445_caloxy_TC_data.csv , 2021/12/13, 11:19:13,    1639408753651,--Not Acquired--     ,--Not Acquired--     , -282.76,     0.0000,      0.0000,  NO DATA,    '10000,    80.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.551,   256.053,    482.194,    226.141,  0.4690,  0.8832,    84.99,  0.4704,     0.000,    2.987,  0.000,      612,  0.000,     1417,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.562,  1941.75,  1090.63,  0.310,      23.59,    0.000,    600.00,  286.92,   0.000,     0.0,     0.0,     0.0,     0.0,     474,    1.5000,
C:\LIFT\DATA\MURIS_202112131109_MaBe3727_445_caloxy_TC_data.csv , 2021/12/13, 11:19:15,    1639408755766,--Not Acquired--     ,--Not Acquired--     , -296.32,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     19.831,   229.923,    512.046,    282.124,  0.5510,  1.2270,    73.73,  0.2828,     0.000,    4.421,  0.000,      984,  0.000,     4967,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.477,  1060.37,   505.78,  0.000,       5.00,    0.000,    600.00,  393.84,   0.000,     0.0,     0.0,     0.0,     0.0,    1123,    1.5000,
C:\LIFT\DATA\MURIS_202112131109_MaBe3727_445_caloxy_TC_data.csv , 2021/12/13, 11:22:17,    1639408936893,--Not Acquired--     ,--Not Acquired--     , -268.48,     0.0000,      0.0000,  NO DATA,    '10000,   160.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.073,   255.528,    465.034,    209.506,  0.4505,  0.8199,    83.50,  0.4270,     0.000,    2.843,  0.000,      572,  0.000,     1233,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.543,  2155.24,  1169.62,  0.306,      24.74,    0.003,    600.00,  332.98,   0.000,     0.0,     0.0,     0.0,     0.0,     434,    1.5000,
C:\LIFT\DATA\MURIS_202112131109_MaBe3727_445_caloxy_TC_data.csv , 2021/12/13, 11:22:19,    1639408939024,--Not Acquired--     ,--Not Acquired--     , -296.01,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     27.758,   227.670,    479.548,    251.878,  0.5252,  1.1063,    72.54,  0.2712,     0.000,    4.415,  0.000,     1015,  0.000,     5562,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.469,   994.57,   466.20,  0.000,       5.00,    0.000,    600.00,  327.31,   0.000,     0.0,     0.0,     0.0,     0.0,    1260,    1.5000,
C:\LIFT\DATA\MURIS_202112131109_MaBe3727_445_caloxy_TC_data.csv , 2021/12/13, 11:25:20,    1639409120098,--Not Acquired--     ,--Not Acquired--     , -294.98,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      6.468,   215.228,    418.177,    202.949,  0.4853,  0.9430,    77.09,  0.4607,     0.000,    3.156,  0.000,     1122,  0.000,     6052,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.544,   656.58,   356.85,  0.000,       5.00,    0.012,    600.00,  322.60,   0.000,     0.0,     0.0,     0.0,     0.0,    1918,    1.5000,
C:\LIFT\DATA\MURIS_202112131109_MaBe3727_445_caloxy_TC_data.csv , 2021/12/13, 11:25:22,    1639409122185,--Not Acquired--     ,--Not Acquired--     , -294.52,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     25.013,   228.265,    404.960,    176.695,  0.4363,  0.7741,    66.87,  0.1309,     0.000,    3.883,  0.000,     1152,  0.000,     6815,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.417,   845.37,   352.37,  0.000,       5.00,    0.000,    600.00,  302.29,   0.000,     0.0,     0.0,     0.0,     0.0,    1755,    1.5000,
