Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202106091509_MaBe3440_445_caloxy_data.csv                                                                   ,2021/06/09, 15:14:23,    1623262463748, -598.54,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      3.399,   337.090,    523.470,    186.380,  0.3560,  0.5529,    70.30,  0.5440,     0.000,    2.572,  0.000,     1241,  0.000,     6099,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.515,   592.10,   304.74,  0.578,       3.68,    0.000,    600.00,  230.73,   0.010,     0.0,     0.0,     0.0,     0.0,    2371,    1.5000,
C:\LIFT\DATA\MURIS_202106091509_MaBe3440_445_caloxy_data.csv                                                                   ,2021/06/09, 15:14:26,    1623262466495, -599.33,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.311,   354.560,    523.060,    168.500,  0.3221,  0.4752,    67.92,  0.4010,     0.000,    2.584,  0.000,     1229,  0.000,     5023,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.463,   733.39,   339.81,  0.567,       3.88,    0.000,    600.00,  184.14,   0.010,     0.0,     0.0,     0.0,     0.0,    1944,    1.5000,
C:\LIFT\DATA\MURIS_202106091509_MaBe3440_445_caloxy_data.csv                                                                   ,2021/06/09, 15:17:28,    1623262647876, -562.92,     0.0000,      0.0000,  NO DATA,    '10000,   160.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.646,   388.600,    571.380,    182.780,  0.3199,  0.4704,    72.01,  0.5400,     0.000,    2.502,  0.000,      696,  0.000,     1174,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.480,  2228.10,  1069.31,  1.682,       4.14,    0.000,    600.00,  164.35,   0.010,     0.0,     0.0,     0.0,     0.0,     469,    1.5000,
C:\LIFT\DATA\MURIS_202106091509_MaBe3440_445_caloxy_data.csv                                                                   ,2021/06/09, 15:17:30,    1623262650153, -600.54,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.184,   364.900,    601.460,    236.560,  0.3933,  0.6483,    67.43,  0.4280,     0.000,    2.948,  0.000,     1125,  0.000,     2614,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.452,  1231.49,   556.86,  0.702,       5.30,    0.000,    600.00,  266.70,   0.010,     0.0,     0.0,     0.0,     0.0,     887,    1.5000,
C:\LIFT\DATA\MURIS_202106091509_MaBe3440_445_caloxy_data.csv                                                                   ,2021/06/09, 15:20:31,    1623262831427, -518.32,     0.0000,      0.0000,  NO DATA,    '10000,   320.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.229,   397.800,    566.170,    168.370,  0.2974,  0.4233,    72.80,  0.5050,     0.000,    2.561,  0.000,      681,  0.000,     1059,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.479,  2350.61,  1126.29,  1.612,       4.53,    0.000,    600.00,  160.48,   0.010,     0.0,     0.0,     0.0,     0.0,     414,    1.5000,
C:\LIFT\DATA\MURIS_202106091509_MaBe3440_445_caloxy_data.csv                                                                   ,2021/06/09, 15:20:33,    1623262833681, -600.34,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.656,   366.660,    571.610,    204.950,  0.3585,  0.5590,    74.08,  0.4520,     0.000,    2.778,  0.000,     1251,  0.000,     2458,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.506,  1031.45,   521.63,  0.797,       4.23,    0.000,    600.00,  182.09,   0.010,     0.0,     0.0,     0.0,     0.0,     885,    1.5000,
C:\LIFT\DATA\MURIS_202106091509_MaBe3440_445_caloxy_data.csv                                                                   ,2021/06/09, 15:23:35,    1623263014954, -423.36,     0.0000,      0.0000,  NO DATA,    '10000,   640.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.550,   414.490,    568.750,    154.260,  0.2712,  0.3722,    74.02,  0.4670,     0.000,    3.491,  0.000,      726,  0.000,     1255,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.484,  2298.63,  1111.45,  1.580,       4.24,    0.000,    600.00,  144.56,   0.010,     0.0,     0.0,     0.0,     0.0,     359,    1.5000,
C:\LIFT\DATA\MURIS_202106091509_MaBe3440_445_caloxy_data.csv                                                                   ,2021/06/09, 15:23:37,    1623263017543, -601.06,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.437,   365.050,    575.250,    210.200,  0.3654,  0.5758,    67.89,  0.4070,     0.000,    2.815,  0.000,     1172,  0.000,     2677,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.454,  1149.35,   521.78,  0.492,       6.38,    0.000,    600.00,  259.60,   0.010,     0.0,     0.0,     0.0,     0.0,     951,    1.5000,
C:\LIFT\DATA\MURIS_202106091509_MaBe3440_445_caloxy_data.csv                                                                   ,2021/06/09, 15:26:39,    1623263198815, -599.96,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      3.220,   340.510,    522.040,    181.530,  0.3477,  0.5331,    70.09,  0.5240,     0.000,    2.523,  0.000,     1242,  0.000,     5937,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.508,   600.41,   305.04,  0.752,       3.71,    0.000,    600.00,  256.31,   0.010,     0.0,     0.0,     0.0,     0.0,    2353,    1.5000,
C:\LIFT\DATA\MURIS_202106091509_MaBe3440_445_caloxy_data.csv                                                                   ,2021/06/09, 15:26:41,    1623263201430, -599.33,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.614,   356.220,    519.920,    163.700,  0.3149,  0.4595,    68.04,  0.3800,     0.000,    2.563,  0.000,     1314,  0.000,     4931,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.461,   718.30,   331.15,  0.646,       3.91,    0.000,    600.00,  218.20,   0.010,     0.0,     0.0,     0.0,     0.0,    1924,    1.5000,
