Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202106091604_MaBe3441_590_caloxy_data.csv                                                                   ,2021/06/09, 16:10:25,    1623265824948, -609.09,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.793,  1185.920,   1635.500,    449.580,  0.2749,  0.3791,   376.76,  0.2070,     0.000,    0.908,  0.000,     1345,  0.000,     1345,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.471,   145.23,   358.90,  1.074,       2.14,    0.000,    600.00,   47.74,   0.010,     0.0,     0.0,     0.0,     0.0,    1481,    1.5000,
C:\LIFT\DATA\MURIS_202106091604_MaBe3441_590_caloxy_data.csv                                                                   ,2021/06/09, 16:10:27,    1623265827588, -609.76,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.015,  1214.560,   1607.490,    392.930,  0.2444,  0.3235,   341.28,  0.0550,     0.000,    0.782,  0.000,     1060,  0.000,     1060,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.098,   198.16,   415.77,  1.125,       2.34,    0.000,    600.00,   43.46,   0.010,     0.0,     0.0,     0.0,     0.0,    1355,    1.5000,
C:\LIFT\DATA\MURIS_202106091604_MaBe3441_590_caloxy_data.csv                                                                   ,2021/06/09, 16:13:29,    1623266008990, -496.18,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      0.828,  1570.650,   1986.260,    415.610,  0.2092,  0.2646,   530.66,  0.1000,     0.000,   34.963,  0.000,      970,  0.000,     3030,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.312,   288.54,   955.66,  1.029,       2.00,    0.000,    600.00,   35.28,   0.010,     0.0,     0.0,     0.0,     0.0,      87,    1.5000,
C:\LIFT\DATA\MURIS_202106091604_MaBe3441_590_caloxy_data.csv                                                                   ,2021/06/09, 16:13:31,    1623266011286, -612.65,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.851,  1384.190,   1985.390,    601.200,  0.3028,  0.4343,   476.56,  0.2600,     0.000,    2.307,  0.000,      977,  0.000,     1143,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.182,   218.31,   694.70,  1.313,       2.00,    0.000,    600.00,   59.15,   0.010,     0.0,     0.0,     0.0,     0.0,     495,    1.5000,
C:\LIFT\DATA\MURIS_202106091604_MaBe3441_590_caloxy_data.csv                                                                   ,2021/06/09, 16:16:32,    1623266192585, -357.83,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      1.313,  1780.890,   2129.110,    348.220,  0.1636,  0.1955,   619.77,  0.0000,     0.000,   50.000,  0.000,      694,  0.000,      694,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.733,   378.69,  1413.49,  0.984,       2.32,    0.000,    600.00,   30.67,   0.010,     0.0,     0.0,     0.0,     0.0,      14,    1.5000,
C:\LIFT\DATA\MURIS_202106091604_MaBe3441_590_caloxy_data.csv                                                                   ,2021/06/09, 16:16:35,    1623266194854, -611.87,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.861,  1457.090,   2062.730,    605.640,  0.2936,  0.4157,   498.80,  0.3690,     0.000,    3.736,  0.000,     1118,  0.000,     1118,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.504,   208.09,   729.24,  1.159,       2.00,    0.000,    600.00,   58.71,   0.010,     0.0,     0.0,     0.0,     0.0,     299,    1.5000,
C:\LIFT\DATA\MURIS_202106091604_MaBe3441_590_caloxy_data.csv                                                                   ,2021/06/09, 16:19:36,    1623266376175,  -72.73,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  320.00,    0.00,      1.192,  1925.770,   2155.070,    229.300,  0.1064,  0.1191,   851.49,  0.0000,     0.000,    5.000,  0.000,      390,  0.000,     1118,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    5.129,   500.40,  2566.46,  0.790,       2.55,    0.000,    600.00,   16.11,   0.010,     0.0,     0.0,     0.0,     0.0,     299,    1.5000,
C:\LIFT\DATA\MURIS_202106091604_MaBe3441_590_caloxy_data.csv                                                                   ,2021/06/09, 16:19:38,    1623266378453, -613.52,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.898,  1484.050,   2093.130,    609.080,  0.2910,  0.4104,   435.42,  0.1630,     0.000,    4.024,  0.000,      780,  0.000,     1698,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.781,   304.10,   845.78,  1.073,       2.90,    0.000,    600.00,   57.80,   0.010,     0.0,     0.0,     0.0,     0.0,     422,    1.5000,
C:\LIFT\DATA\MURIS_202106091604_MaBe3441_590_caloxy_data.csv                                                                   ,2021/06/09, 16:22:39,    1623266559739, -610.73,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.011,  1244.660,   1678.630,    433.970,  0.2585,  0.3487,   406.31,  0.1360,     0.000,    6.824,  0.000,     1135,  0.000,     1136,  0.000,     2390, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.583,   161.50,   417.12,  1.308,       2.00,    0.000,    600.00,   58.45,   0.105,     0.0,     0.0,     0.0,     0.0,     350,    1.1560,
