Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202106091544_MaBe3441_445_caloxy_data.csv                                                                   ,2021/06/09, 15:51:26,    1623264686341, -594.07,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.578,   163.200,    257.630,     94.430,  0.3665,  0.5786,    76.39,  0.3920,     0.000,    1.401,  0.000,     1443,  0.000,     2734,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.524,   599.81,   314.25,  0.730,       2.72,    0.000,    600.00,  213.28,   0.010,     0.0,     0.0,     0.0,     0.0,    1951,    1.5000,
C:\LIFT\DATA\MURIS_202106091544_MaBe3441_445_caloxy_data.csv                                                                   ,2021/06/09, 15:51:28,    1623264688676, -595.49,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.227,   167.420,    254.980,     87.560,  0.3434,  0.5230,    67.77,  0.2310,     0.000,    1.501,  0.000,     1424,  0.000,     2374,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.435,   797.62,   347.22,  0.629,       2.90,    0.000,    600.00,  140.40,   0.010,     0.0,     0.0,     0.0,     0.0,    1582,    1.5000,
C:\LIFT\DATA\MURIS_202106091544_MaBe3441_445_caloxy_data.csv                                                                   ,2021/06/09, 15:54:30,    1623264869997, -576.80,     0.0000,      0.0000,  NO DATA,    '10000,   160.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.470,   174.240,    257.260,     83.020,  0.3227,  0.4765,    83.03,  0.4630,     0.000,    2.800,  0.000,      681,  0.000,     1267,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.548,  1897.37,  1040.23,  1.389,       4.01,    0.000,    600.00,  179.23,   0.010,     0.0,     0.0,     0.0,     0.0,     453,    1.5000,
C:\LIFT\DATA\MURIS_202106091544_MaBe3441_445_caloxy_data.csv                                                                   ,2021/06/09, 15:54:32,    1623264872263, -594.59,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.317,   162.460,    282.870,    120.410,  0.4257,  0.7412,    68.73,  0.3030,     0.000,    2.163,  0.000,     1101,  0.000,     2190,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.446,  1141.39,   508.85,  0.795,       3.19,    0.000,    600.00,  188.28,   0.010,     0.0,     0.0,     0.0,     0.0,    1012,    1.5000,
C:\LIFT\DATA\MURIS_202106091544_MaBe3441_445_caloxy_data.csv                                                                   ,2021/06/09, 15:57:33,    1623265053621, -558.97,     0.0000,      0.0000,  NO DATA,    '10000,   320.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.168,   174.730,    249.550,     74.820,  0.2998,  0.4282,    78.54,  0.4320,     0.000,    2.937,  0.000,      679,  0.000,     1247,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.512,  2078.78,  1064.15,  1.481,       3.66,    0.000,    600.00,  122.82,   0.010,     0.0,     0.0,     0.0,     0.0,     425,    1.5000,
C:\LIFT\DATA\MURIS_202106091544_MaBe3441_445_caloxy_data.csv                                                                   ,2021/06/09, 15:57:36,    1623265055879, -594.28,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.658,   157.580,    265.690,    108.110,  0.4069,  0.6861,    68.33,  0.2870,     0.000,    2.248,  0.000,     1122,  0.000,     2321,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.441,  1125.16,   496.74,  0.738,       2.56,    0.000,    600.00,  200.79,   0.010,     0.0,     0.0,     0.0,     0.0,    1032,    1.5000,
C:\LIFT\DATA\MURIS_202106091544_MaBe3441_445_caloxy_data.csv                                                                   ,2021/06/09, 16:00:37,    1623265237171, -516.15,     0.0000,      0.0000,  NO DATA,    '10000,   640.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.946,   182.820,    247.290,     64.470,  0.2607,  0.3526,    80.09,  0.3730,     0.000,    3.346,  0.000,      670,  0.000,     1146,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.514,  2214.34,  1137.29,  1.446,       3.96,    0.000,    600.00,  113.26,   0.010,     0.0,     0.0,     0.0,     0.0,     342,    1.5000,
C:\LIFT\DATA\MURIS_202106091544_MaBe3441_445_caloxy_data.csv                                                                   ,2021/06/09, 16:00:39,    1623265239468, -594.69,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.630,   158.460,    259.730,    101.270,  0.3899,  0.6391,    70.63,  0.2710,     0.000,    2.022,  0.000,     1180,  0.000,     2211,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.456,  1024.73,   467.01,  0.775,       3.04,    0.000,    600.00,  192.39,   0.010,     0.0,     0.0,     0.0,     0.0,    1093,    1.5000,
C:\LIFT\DATA\MURIS_202106091544_MaBe3441_445_caloxy_data.csv                                                                   ,2021/06/09, 16:03:40,    1623265420778, -594.18,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      5.244,   162.340,    245.100,     82.760,  0.3377,  0.5098,    75.87,  0.2370,     0.000,    4.585,  0.000,     3062,  0.000,     3062,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.493,   563.83,   277.70,  0.000,       2.00,    0.000,    600.00,  150.25,   0.010,     0.0,     0.0,     0.0,     0.0,     668,    1.5000,
