Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202106111455_MaBe3432_590_caloxy_data.csv                                                                   ,2021-06-11, 15:00:55,1623430000000.00,-591.58,0.00,0.00,  NO DATA,    '00001,0.00,0.00,0.00,0.00,0.00,0.00,0.66,5412.93,8863.82,3450.89,0.39,0.64,500.24,0.46,0.00,4.98,0.00,878.00,0.00,1094.00,0.00,5320.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.71,142.49,528.76,1.09,2.00,0.00,600.00,57.83,0.00,0.00,0.00,0.00,0.00,1069.00,2.00,
C:\LIFT\DATA\MURIS_202106111455_MaBe3432_590_caloxy_data.csv                                                                   ,2021-06-11, 15:00:58,1623430000000.00,-599.47,0.00,0.00,  NO DATA,    '00001,0.00,0.00,0.00,0.00,0.00,0.00,1.05,5574.60,8332.71,2758.11,0.33,0.49,547.85,0.41,0.00,4.33,0.00,897.00,0.00,897.00,0.00,3861.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.96,145.50,575.76,0.95,2.00,0.00,600.00,67.03,0.00,0.00,0.00,0.00,0.00,893.00,2.00,
C:\LIFT\DATA\MURIS_202106111455_MaBe3432_590_caloxy_data.csv                                                                   ,2021-06-11, 15:04:00,1623430000000.00,67.02,0.00,0.00,  NO DATA,    '00001,0.00,0.00,0.00,0.00,80.00,0.00,2.19,8707.34,10384.61,1677.27,0.16,0.19,602.52,0.03,0.00,6.59,0.00,150.00,0.00,553.00,0.00,1928.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.66,464.38,1700.43,0.77,2.00,0.00,600.00,36.15,0.08,0.00,0.00,0.00,0.00,293.00,1.92,
C:\LIFT\DATA\MURIS_202106111455_MaBe3432_590_caloxy_data.csv                                                                   ,2021-06-11, 15:04:02,1623430000000.00,-592.59,0.00,0.00,  NO DATA,    '00001,0.00,0.00,0.00,0.00,0.00,0.00,0.88,6872.29,9327.35,2455.06,0.26,0.36,559.26,0.43,0.00,13.07,0.00,726.00,0.00,726.00,0.00,1869.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.04,211.08,852.71,0.84,2.00,0.00,600.00,49.13,0.00,0.00,0.00,0.00,0.00,143.00,1.76,
C:\LIFT\DATA\MURIS_202106111455_MaBe3432_590_caloxy_data.csv                                                                   ,2021-06-11, 15:07:04,1623430000000.00,850.21,0.00,0.00,  NO DATA,    '00001,0.00,0.00,0.00,0.00,160.00,0.00,1.05,9107.75,10495.86,1388.11,0.13,0.15,757.48,0.48,0.00,5.85,0.00,150.00,0.00,586.00,0.00,1442.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.62,221.14,1243.29,0.47,2.00,0.00,600.00,23.18,0.00,0.00,0.00,0.00,0.00,246.00,1.20,
C:\LIFT\DATA\MURIS_202106111455_MaBe3432_590_caloxy_data.csv                                                                   ,2021-06-11, 15:07:06,1623430000000.00,-587.06,0.00,0.00,  NO DATA,    '00001,0.00,0.00,0.00,0.00,0.00,0.00,0.98,7320.81,9673.53,2352.72,0.24,0.32,587.60,0.49,0.00,7.79,0.00,551.00,0.00,551.00,0.00,1100.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.38,221.84,971.46,0.69,2.00,0.00,600.00,40.60,0.03,0.00,0.00,0.00,0.00,141.00,1.31,
C:\LIFT\DATA\MURIS_202106111455_MaBe3432_590_caloxy_data.csv                                                                   ,2021-06-11, 15:10:07,1623440000000.00,2347.60,0.00,0.00,  NO DATA,    '00001,0.00,0.00,0.00,0.00,320.00,0.00,1.26,9513.03,10508.26,995.23,0.09,0.10,856.40,0.46,0.00,50.00,0.00,427.00,0.00,427.00,0.00,1000.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.27,257.64,1614.17,0.73,2.00,0.00,600.00,16.81,0.00,0.00,0.00,0.00,0.00,20.00,2.00,
C:\LIFT\DATA\MURIS_202106111455_MaBe3432_590_caloxy_data.csv                                                                   ,2021-06-11, 15:10:10,1623440000000.00,-587.82,0.00,0.00,  NO DATA,    '00001,0.00,0.00,0.00,0.00,0.00,0.00,1.20,7481.05,9700.57,2219.52,0.23,0.30,512.37,0.54,0.00,50.00,0.00,604.00,0.00,755.00,0.00,1000.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.94,215.46,849.00,0.55,2.00,0.00,600.00,39.08,0.00,0.00,0.00,0.00,0.00,20.00,1.21,
C:\LIFT\DATA\MURIS_202106111514_MaBe3432_445_caloxy_data.csv                                                                   ,2021-06-11, 15:13:11,1623440000000.00,-601.52,0.00,0.00,  NO DATA,    '10000,0.00,0.00,0.00,0.00,0.00,0.00,2.06,382.12,704.09,321.97,0.46,0.84,71.65,0.60,0.00,4.69,0.00,598.00,0.00,1720.00,0.00,8070.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,900.26,471.07,0.80,4.44,0.00,600.00,302.21,0.07,0.00,0.00,0.00,0.00,1722.00,1.86,
