Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202106111155_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/11, 11:56:40,    1623423400643, -596.12,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.948,   201.690,    242.890,     41.200,  0.1696,  0.2043,    56.52,  0.3860,     0.000,    0.967,  0.000,     2487,  0.000,     5264,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.395,   333.83,   131.86,  0.572,       2.00,    0.000,    600.00,   81.10,   0.010,     0.0,     0.0,     0.0,     0.0,    5444,    1.5000,
C:\LIFT\DATA\MURIS_202106111155_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/11, 11:56:43,    1623423403266, -597.87,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      5.705,   206.150,    231.750,     25.600,  0.1105,  0.1242,    89.36,  0.4140,     0.000,    5.000,  0.000,     6689,  0.000,     5264,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.639,   243.74,   155.74,  0.265,       2.00,    0.000,    600.00,   65.11,   0.010,     0.0,     0.0,     0.0,     0.0,    5444,    1.5000,
C:\LIFT\DATA\MURIS_202106111155_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/11, 11:59:44,    1623423584671, -573.93,     0.0000,      0.0000,  NO DATA,    '10000,   160.00,    0.00,    0.00,    0.00,    0.00,    0.00,      3.840,   233.800,    256.190,     22.390,  0.0874,  0.0958,   100.28,  0.6540,     0.000,    5.000,  0.000,     2325,  0.000,     5264,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.772,   633.17,   488.99,  1.433,       2.53,    0.000,    600.00,   58.23,   0.010,     0.0,     0.0,     0.0,     0.0,    5444,    1.5000,
C:\LIFT\DATA\MURIS_202106111155_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/11, 11:59:47,    1623423587115, -596.84,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.504,   212.860,    272.300,     59.440,  0.2183,  0.2792,    58.29,  0.4440,     0.000,    1.519,  0.000,     1720,  0.000,     4744,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.410,   539.98,   221.51,  0.651,       2.00,    0.000,    600.00,   95.08,   0.010,     0.0,     0.0,     0.0,     0.0,    3123,    1.5000,
C:\LIFT\DATA\MURIS_202106111155_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/11, 12:02:48,    1623423768506, -551.77,     0.0000,      0.0000,  NO DATA,    '10000,   320.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.257,   226.570,    254.770,     28.200,  0.1107,  0.1245,    75.79,  0.6010,     0.000,    1.641,  0.000,      932,  0.000,     2256,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.553,   903.14,   499.76,  1.344,       3.81,    0.000,    600.00,   39.80,   0.010,     0.0,     0.0,     0.0,     0.0,    1375,    1.5000,
C:\LIFT\DATA\MURIS_202106111155_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/11, 12:02:51,    1623423770880, -596.57,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.549,   205.500,    252.750,     47.250,  0.1869,  0.2299,    61.83,  0.3580,     0.000,    3.214,  0.000,      150,  0.000,      714,  0.000,     4346, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.406,  1217.02,   494.47,  0.761,       2.00,    0.000,    600.00,   77.24,   0.175,     0.0,     0.0,     0.0,     0.0,    1352,    1.0000,
C:\LIFT\DATA\MURIS_202106111155_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/11, 12:05:52,    1623423952588, -499.60,     0.0000,      0.0000,  NO DATA,    '10000,   640.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.151,   225.240,    252.990,     27.750,  0.1097,  0.1232,    73.88,  0.5350,     0.000,    1.466,  0.000,      887,  0.000,     1364,  0.000,     4346, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.513,  1246.64,   639.43,  1.411,       3.68,    0.000,    600.00,   37.75,   0.010,     0.0,     0.0,     0.0,     0.0,     930,    1.5000,
C:\LIFT\DATA\MURIS_202106111155_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/11, 12:05:55,    1623423955197, -597.47,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.155,   202.810,    243.860,     41.050,  0.1683,  0.2024,    60.14,  0.2830,     0.000,    3.154,  0.000,      151,  0.000,      678,  0.000,     3675, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.385,  1406.87,   541.77,  0.592,       2.00,    0.000,    600.00,   79.93,   0.207,     0.0,     0.0,     0.0,     0.0,    1165,    1.0000,
C:\LIFT\DATA\MURIS_202106111155_MaBe3436_445_caloxy_data.csv                                                                   ,2021/06/11, 12:08:56,    1623424136766, -597.71,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.517,   191.860,    233.790,     41.930,  0.1793,  0.2185,    52.96,  0.4070,     0.000,    0.546,  0.000,     1738,  0.000,     1738,  0.000,     1738, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.369,   477.86,   176.24,  0.536,       2.00,    0.000,    600.00,   68.71,   0.082,     0.0,     0.0,     0.0,     0.0,    3183,    1.1500,
