Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202106111323_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/11, 13:25:50,    1623428750106, -611.79,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.784,  4347.940,   7240.420,   2892.480,  0.3995,  0.6653,   338.70,  0.4370,     0.000,    4.307,  0.000,     1327,  0.000,     2082,  0.000,    10265, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.511,    86.50,   217.17,  1.339,       2.00,    0.000,    600.00,   72.85,   0.153,     0.0,     0.0,     0.0,     0.0,    2383,    1.3120,
C:\LIFT\DATA\MURIS_202106111323_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/11, 13:25:53,    1623428752918, -608.15,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.839,  4481.530,   6824.530,   2343.000,  0.3433,  0.5228,   351.53,  0.3630,     0.000,    4.249,  0.000,     1577,  0.000,     2583,  0.000,     6446, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.504,    84.63,   211.89,  1.034,       2.00,    0.000,    600.00,   57.21,   0.039,     0.0,     0.0,     0.0,     0.0,    1517,    1.2640,
C:\LIFT\DATA\MURIS_202106111323_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/11, 13:28:54,    1623428934563,   62.28,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      1.478,  8815.240,  10842.010,   2026.770,  0.1869,  0.2299,   533.29,  0.2520,     0.000,    3.191,  0.000,      150,  0.000,      434,  0.000,     1346, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.491,   496.65,  1734.02,  1.091,       2.00,    0.000,    600.00,   39.09,   0.203,     0.0,     0.0,     0.0,     0.0,     422,    1.9130,
C:\LIFT\DATA\MURIS_202106111323_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/11, 13:28:57,    1623428936994, -594.70,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.937,  6404.720,   9670.700,   3265.980,  0.3377,  0.5099,   368.62,  0.4320,     0.000,    2.195,  0.000,      850,  0.000,      850,  0.000,     1513, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.669,   215.99,   576.45,  0.785,       2.00,    0.000,    600.00,   56.45,   0.013,     0.0,     0.0,     0.0,     0.0,     689,    1.6090,
C:\LIFT\DATA\MURIS_202106111323_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/11, 13:31:58,    1623429118383,  791.25,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      0.846,  8900.130,  11060.550,   2160.420,  0.1953,  0.2427,   411.42,  0.2070,     0.000,    7.197,  0.000,      271,  0.000,      770,  0.000,     3519, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.666,   360.11,   960.01,  0.897,       2.00,    0.000,    600.00,   27.99,   0.020,     0.0,     0.0,     0.0,     0.0,     489,    1.5830,
C:\LIFT\DATA\MURIS_202106111323_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/11, 13:32:01,    1623429120822, -596.65,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.118,  6387.380,   9766.960,   3379.580,  0.3460,  0.5291,   357.70,  0.4420,     0.000,    3.846,  0.000,      690,  0.000,      690,  0.000,     1635, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.578,   290.99,   750.27,  0.800,       2.00,    0.000,    600.00,   62.45,   0.062,     0.0,     0.0,     0.0,     0.0,     425,    1.5710,
C:\LIFT\DATA\MURIS_202106111323_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/11, 13:35:02,    1623429302216, 2170.42,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  320.00,    0.00,      1.369,  9073.510,  10742.360,   1668.850,  0.1554,  0.1839,   624.68,  0.4530,     0.000,    6.184,  0.000,      150,  0.000,      621,  0.000,     1971, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.481,   381.91,  1711.40,  0.933,       2.00,    0.000,    600.00,   31.37,   0.119,     0.0,     0.0,     0.0,     0.0,     319,    2.0000,
C:\LIFT\DATA\MURIS_202106111323_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/11, 13:35:04,    1623429304632, -593.85,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.779,  6205.590,   9491.600,   3286.010,  0.3462,  0.5295,   318.90,  0.3570,     0.000,    7.768,  0.000,      610,  0.000,      610,  0.000,     4538, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.204,   312.26,   688.34,  0.678,       2.00,    0.000,    600.00,   52.53,   0.000,     0.0,     0.0,     0.0,     0.0,     584,    1.3250,
C:\LIFT\DATA\MURIS_202106111323_MaBe3434_590_caloxy_data.csv                                                                   ,2021/06/11, 13:38:06,    1623429486065, -603.16,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.715,  5025.470,   8782.730,   3757.260,  0.4278,  0.7476,   349.26,  0.5270,     0.000,    5.457,  0.000,     1254,  0.000,     2060,  0.000,     8094, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.712,   114.08,   309.43,  1.249,       2.00,    0.000,    600.00,   80.11,   0.000,     0.0,     0.0,     0.0,     0.0,    1483,    1.6830,
