Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202106111412_MaBe3433_590_caloxy_data.csv                                                                   ,2021/06/11, 14:15:37,    1623431737564, -608.97,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.149,  4935.470,   6237.420,   1301.950,  0.2087,  0.2638,   644.32,  0.4420,     0.000,    8.221,  0.000,     1084,  0.000,     1084,  0.000,    14977, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.791,    84.55,   405.08,  0.603,       2.00,    0.000,    600.00,   36.05,   0.000,     0.0,     0.0,     0.0,     0.0,    1822,    2.0000,
C:\LIFT\DATA\MURIS_202106111412_MaBe3433_590_caloxy_data.csv                                                                   ,2021/06/11, 14:15:40,    1623431740256, -605.96,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.447,  5160.740,   6319.590,   1158.850,  0.1834,  0.2246,   624.67,  0.4480,     0.000,   50.000,  0.000,      982,  0.000,      982,  0.000,     1000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.605,   151.77,   698.82,  0.967,       2.00,    0.000,    600.00,   35.34,   0.000,     0.0,     0.0,     0.0,     0.0,      20,    2.0000,
C:\LIFT\DATA\MURIS_202106111412_MaBe3433_590_caloxy_data.csv                                                                   ,2021/06/11, 14:18:41,    1623431921754, -117.90,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      2.044,  6482.720,   7215.400,    732.680,  0.1015,  0.1130,   903.16,  0.5560,     0.000,   18.918,  0.000,     1060,  0.000,     1060,  0.000,     4807, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    7.197,    83.95,   604.12,  0.313,       2.00,    0.000,    600.00,   21.61,   0.000,     0.0,     0.0,     0.0,     0.0,     254,    2.0000,
C:\LIFT\DATA\MURIS_202106111412_MaBe3433_590_caloxy_data.csv                                                                   ,2021/06/11, 14:18:44,    1623431924162, -601.43,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.001,  5568.770,   6827.070,   1258.300,  0.1843,  0.2260,   674.30,  0.4760,     0.000,   50.000,  0.000,      813,  0.000,      813,  0.000,     1000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    5.033,   168.30,   847.01,  0.835,       2.00,    0.000,    600.00,   30.60,   0.000,     0.0,     0.0,     0.0,     0.0,      20,    2.0000,
C:\LIFT\DATA\MURIS_202106111412_MaBe3433_590_caloxy_data.csv                                                                   ,2021/06/11, 14:21:45,    1623432105559,  376.40,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      2.586,  6620.910,   7044.130,    423.220,  0.0601,  0.0639,  1076.40,  0.6540,     0.000,   50.000,  0.000,      948,  0.000,      948,  0.000,     1000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    9.070,   120.32,  1091.31,  0.103,       2.00,    0.000,    600.00,    8.53,   0.010,     0.0,     0.0,     0.0,     0.0,      19,    1.5000,
C:\LIFT\DATA\MURIS_202106111412_MaBe3433_590_caloxy_data.csv                                                                   ,2021/06/11, 14:21:47,    1623432107783, -604.01,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.032,  5508.120,   6721.640,   1213.520,  0.1805,  0.2203,   648.46,  0.4700,     0.000,   50.000,  0.000,      819,  0.000,      819,  0.000,     1000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.819,   174.49,   840.90,  0.798,       2.00,    0.000,    600.00,   31.09,   0.000,     0.0,     0.0,     0.0,     0.0,      20,    2.0000,
C:\LIFT\DATA\MURIS_202106111412_MaBe3433_590_caloxy_data.csv                                                                   ,2021/06/11, 14:24:49,    1623432289184, 1276.59,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  320.00,    0.00,      9.501,  6810.900,   7069.850,    258.950,  0.0366,  0.0380,   842.09,  0.0000,     0.000,   50.000,  0.000,      150,  0.000,      300,  0.000,     1000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    5.073,  1266.02,  6422.63,  0.698,       2.00,    0.000,    600.00,    4.80,   0.010,     0.0,     0.0,     0.0,     0.0,       6,    1.5000,
C:\LIFT\DATA\MURIS_202106111412_MaBe3433_590_caloxy_data.csv                                                                   ,2021/06/11, 14:24:51,    1623432291292, -604.43,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.263,  5339.530,   6409.510,   1069.980,  0.1669,  0.2004,   629.90,  0.3910,     0.000,   50.000,  0.000,      709,  0.000,      709,  0.000,     1000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.469,   216.11,   965.77,  0.782,       2.00,    0.000,    600.00,   34.38,   0.000,     0.0,     0.0,     0.0,     0.0,      20,    2.0000,
C:\LIFT\DATA\MURIS_202106111412_MaBe3433_590_caloxy_data.csv                                                                   ,2021/06/11, 14:27:52,    1623432472688, -605.25,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.112,  4955.390,   6136.350,   1180.960,  0.1925,  0.2383,   605.61,  0.4260,     0.000,   13.723,  0.000,      951,  0.000,      951,  0.000,    16183, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.437,   115.16,   510.97,  0.818,       2.00,    0.000,    600.00,   35.71,   0.000,     0.0,     0.0,     0.0,     0.0,    1179,    2.0000,
