Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202111101359_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 14:01:27,    1636567287554, -594.53,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      3.746,   225.270,    393.970,    168.700,  0.4282,  0.7489,    90.87,  0.4660,     0.000,    2.941,  0.000,     1179,  0.000,     5679,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.646,   536.36,   346.36,  0.482,       2.00,    0.000,    600.00,  243.52,   0.010,     0.0,     0.0,     0.0,     0.0,    1931,    1.5000,
C:\LIFT\DATA\MURIS_202111101359_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 14:01:30,    1636567290064, -592.29,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.477,   237.500,    403.460,    165.960,  0.4113,  0.6988,    84.38,  0.3360,     0.000,    3.194,  0.000,      917,  0.000,     2625,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.553,  1128.30,   623.69,  0.649,       3.42,    0.000,    600.00,  254.65,   0.010,     0.0,     0.0,     0.0,     0.0,     822,    1.5000,
C:\LIFT\DATA\MURIS_202111101359_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 14:04:31,    1636567471358, -549.35,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   20.00,    0.00,      2.069,   260.140,    464.130,    203.990,  0.4395,  0.7842,    89.59,  0.3060,     0.000,    3.375,  0.000,      853,  0.000,     1965,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.579,  1304.88,   755.07,  0.389,       6.49,    0.000,    600.00,  289.79,   0.010,     0.0,     0.0,     0.0,     0.0,     582,    1.5000,
C:\LIFT\DATA\MURIS_202111101359_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 14:04:33,    1636567473646, -592.84,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.940,   234.080,    441.990,    207.910,  0.4704,  0.8882,    86.54,  0.4210,     0.000,    2.563,  0.000,      711,  0.000,     1373,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.571,  1604.14,   915.51,  0.472,       4.20,    0.000,    600.00,  278.03,   0.010,     0.0,     0.0,     0.0,     0.0,     536,    1.5000,
C:\LIFT\DATA\MURIS_202111101359_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 14:07:35,    1636567654947, -497.00,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   40.00,    0.00,      1.876,   274.230,    486.980,    212.750,  0.4369,  0.7758,    88.49,  0.2070,     0.000,    3.532,  0.000,      756,  0.000,     1624,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.555,  1573.05,   872.86,  0.217,      14.32,    0.000,    600.00,  303.30,   0.010,     0.0,     0.0,     0.0,     0.0,     460,    1.5000,
C:\LIFT\DATA\MURIS_202111101359_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 14:07:37,    1636567657229, -593.94,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.866,   232.320,    442.390,    210.070,  0.4749,  0.9042,    89.47,  0.4370,     0.000,    2.347,  0.000,      615,  0.000,     1159,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.589,  1773.78,  1045.07,  0.400,       6.30,    0.000,    600.00,  286.37,   0.010,     0.0,     0.0,     0.0,     0.0,     494,    1.5000,
C:\LIFT\DATA\MURIS_202111101359_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 14:10:38,    1636567838507, -374.62,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      2.093,   307.820,    505.810,    197.990,  0.3914,  0.6432,    87.74,  0.1170,     0.000,    5.057,  0.000,      762,  0.000,     2554,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.540,  1507.72,   814.80,  0.523,       4.58,    0.000,    600.00,  266.65,   0.010,     0.0,     0.0,     0.0,     0.0,     505,    1.5000,
C:\LIFT\DATA\MURIS_202111101359_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 14:10:41,    1636567840828, -592.76,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.453,   232.250,    444.830,    212.580,  0.4779,  0.9153,    90.13,  0.4460,     0.000,    2.669,  0.000,      629,  0.000,     1326,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.596,  1729.63,  1030.52,  0.537,       4.18,    0.000,    600.00,  287.61,   0.010,     0.0,     0.0,     0.0,     0.0,     497,    1.5000,
C:\LIFT\DATA\MURIS_202111101359_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 14:13:42,    1636568022158, -114.02,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      1.767,   364.340,    519.620,    155.280,  0.2988,  0.4262,    89.12,  0.0000,     0.000,    6.792,  0.000,      688,  0.000,     4216,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.537,  1424.28,   764.38,  0.794,       3.37,    0.000,    600.00,  184.07,   0.010,     0.0,     0.0,     0.0,     0.0,     621,    1.5000,
