Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202111101248_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 12:49:31,    1636562971251,-1492.44,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.717,   246.880,    422.190,    175.310,  0.4152,  0.7101,    96.29,  0.5130,     0.000,    2.812,  0.000,     1231,  0.000,     5712,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.704,   470.71,   331.25,  0.828,       2.00,    0.000,    600.00,  189.00,   0.010,     0.0,     0.0,     0.0,     0.0,    2031,    1.5000,
C:\LIFT\DATA\MURIS_202111101248_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 12:49:34,    1636562974163,-1491.93,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.352,   259.070,    430.530,    171.460,  0.3983,  0.6618,    88.12,  0.3850,     0.000,    3.072,  0.000,      947,  0.000,     2531,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.588,  1051.77,   618.22,  0.661,       3.44,    0.000,    600.00,  151.39,   0.010,     0.0,     0.0,     0.0,     0.0,     824,    1.5000,
C:\LIFT\DATA\MURIS_202111101248_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 12:53:06,    1636563186774,-1395.43,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   40.00,    0.00,      1.073,   302.100,    525.340,    223.240,  0.4249,  0.7390,    88.46,  0.2020,     0.000,    3.407,  0.000,      761,  0.000,     1624,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.554,  1543.23,   855.52,  0.511,       6.78,    0.000,    600.00,  182.49,   0.010,     0.0,     0.0,     0.0,     0.0,     477,    1.5000,
C:\LIFT\DATA\MURIS_202111101248_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 12:53:09,    1636563189182,-1493.78,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.007,   257.920,    482.080,    224.160,  0.4650,  0.8691,    91.09,  0.4350,     0.000,    2.590,  0.000,      711,  0.000,     1282,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.604,  1573.24,   949.74,  0.644,       4.71,    0.000,    600.00,  225.40,   0.010,     0.0,     0.0,     0.0,     0.0,     495,    1.5000,
C:\LIFT\DATA\MURIS_202111101248_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 12:56:10,    1636563370643,-1270.51,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      1.180,   334.530,    550.260,    215.730,  0.3921,  0.6449,    86.71,  0.1140,     0.000,    4.628,  0.000,      720,  0.000,     1943,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.533,  1702.73,   907.31,  0.680,       4.70,    0.000,    600.00,  169.90,   0.010,     0.0,     0.0,     0.0,     0.0,     420,    1.5000,
C:\LIFT\DATA\MURIS_202111101248_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 12:56:13,    1636563372978,-1489.88,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.001,   253.800,    485.270,    231.470,  0.4770,  0.9120,    90.59,  0.4570,     0.000,    2.507,  0.000,      624,  0.000,     1188,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.600,  1774.37,  1064.06,  0.872,       3.53,    0.000,    600.00,  227.17,   0.010,     0.0,     0.0,     0.0,     0.0,     474,    1.5000,
C:\LIFT\DATA\MURIS_202111101248_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 12:59:14,    1636563554275, -992.48,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      1.293,   391.760,    565.040,    173.280,  0.3067,  0.4423,    86.96,  0.0000,     0.000,    6.578,  0.000,      686,  0.000,     3930,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.524,  1488.42,   779.45,  0.797,       3.21,    0.000,    600.00,  130.83,   0.010,     0.0,     0.0,     0.0,     0.0,     597,    1.5000,
C:\LIFT\DATA\MURIS_202111101248_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 12:59:16,    1636563556771,-1487.83,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.856,   250.890,    484.690,    233.800,  0.4824,  0.9319,    89.97,  0.4560,     0.000,    2.544,  0.000,      605,  0.000,     1120,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.593,  1896.54,  1124.69,  0.300,      10.57,    0.000,    600.00,  228.30,   0.010,     0.0,     0.0,     0.0,     0.0,     440,    1.5000,
C:\LIFT\DATA\MURIS_202111101248_MaBe3689_590_caloxy_data.csv                                                                   ,2021/11/10, 13:02:18,    1636563738141,-1486.85,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.837,   240.170,    431.270,    191.100,  0.4431,  0.7957,    94.33,  0.5130,     0.000,    2.868,  0.000,     1214,  0.000,     5590,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.687,   498.46,   342.58,  0.606,       2.00,    0.000,    600.00,  203.88,   0.010,     0.0,     0.0,     0.0,     0.0,    1949,    1.5000,
