Source DataFile                                                 ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_raw,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
----------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202112101428_MaBe3725_590_caloxy_TC_data.csv , 2021/12/10, 14:31:06,    1639161065835,--Not Acquired--     ,--Not Acquired--     , -297.57,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.638,   535.715,   1035.659,    499.944,  0.4827,  0.9332,   575.02,  0.1416,     0.000,    2.256,  0.000,      482,  0.000,     1102,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.647,   286.49,  1044.83,  0.636,       5.13,    0.000,    600.00,  210.44,   0.000,     0.0,     0.0,     0.0,     0.0,     488,    1.5000,
C:\LIFT\DATA\MURIS_202112101428_MaBe3725_590_caloxy_TC_data.csv , 2021/12/10, 14:31:08,    1639161068077,--Not Acquired--     ,--Not Acquired--     , -297.80,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.745,   557.717,    981.274,    423.557,  0.4316,  0.7594,   644.94,  0.1633,     0.000,    2.450,  0.000,      532,  0.000,     1013,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.129,   260.01,  1073.67,  0.568,       5.00,    0.000,    600.00,  195.70,   0.000,     0.0,     0.0,     0.0,     0.0,     414,    1.5000,
C:\LIFT\DATA\MURIS_202112101428_MaBe3725_590_caloxy_TC_data.csv , 2021/12/10, 14:34:09,    1639161249322,--Not Acquired--     ,--Not Acquired--     , -271.87,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   40.00,    0.00,      1.561,   688.131,   1068.964,    380.832,  0.3563,  0.5534,   560.35,  0.0000,     0.000,    6.932,  0.000,      968,  0.000,     1785,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.375,   241.98,   816.57,  0.240,       6.36,    0.000,    600.00,  114.69,   0.000,     0.0,     0.0,     0.0,     0.0,     258,    1.5000,
C:\LIFT\DATA\MURIS_202112101428_MaBe3725_590_caloxy_TC_data.csv , 2021/12/10, 14:34:11,    1639161251497,--Not Acquired--     ,--Not Acquired--     , -298.52,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.563,   561.759,   1006.910,    445.151,  0.4421,  0.7924,   694.62,  0.2359,     0.000,    1.819,  0.000,      469,  0.000,      854,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.587,   237.25,  1088.39,  0.519,       5.66,    0.000,    600.00,  190.24,   0.000,     0.0,     0.0,     0.0,     0.0,     470,    1.5000,
C:\LIFT\DATA\MURIS_202112101428_MaBe3725_590_caloxy_TC_data.csv , 2021/12/10, 14:37:12,    1639161432735,--Not Acquired--     ,--Not Acquired--     , -239.70,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      2.657,   771.954,   1125.009,    353.055,  0.3138,  0.4574,   543.51,  0.0000,     0.000,    7.708,  0.000,      789,  0.000,     2201,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.273,   284.48,   931.14,  0.092,      30.92,    0.000,    600.00,  106.70,   0.000,     0.0,     0.0,     0.0,     0.0,     286,    1.5000,
C:\LIFT\DATA\MURIS_202112101428_MaBe3725_590_caloxy_TC_data.csv , 2021/12/10, 14:37:15,    1639161434826,--Not Acquired--     ,--Not Acquired--     , -298.31,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.665,   577.733,   1030.822,    453.089,  0.4395,  0.7843,   700.13,  0.2283,     0.000,    1.676,  0.000,      496,  0.000,      820,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.613,   224.40,  1035.13,  0.507,       5.26,    0.000,    600.00,  176.15,   0.000,     0.0,     0.0,     0.0,     0.0,     489,    1.5000,
C:\LIFT\DATA\MURIS_202112101428_MaBe3725_590_caloxy_TC_data.csv , 2021/12/10, 14:40:16,    1639161616059,--Not Acquired--     ,--Not Acquired--     , -167.42,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      1.509,   875.732,   1148.342,    272.610,  0.2374,  0.3113,   484.69,  0.0000,     0.000,   12.298,  0.000,      725,  0.000,     3371,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.919,   343.16,  1001.65,  0.069,      48.22,    0.000,    600.00,   76.96,   0.000,     0.0,     0.0,     0.0,     0.0,     274,    1.5000,
C:\LIFT\DATA\MURIS_202112101428_MaBe3725_590_caloxy_TC_data.csv , 2021/12/10, 14:40:18,    1639161618180,--Not Acquired--     ,--Not Acquired--     , -298.63,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      3.301,   580.503,   1014.947,    434.445,  0.4280,  0.7484,   676.16,  0.2431,     0.000,    1.692,  0.000,      491,  0.000,      822,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.480,   233.56,  1046.44,  0.480,       6.28,    0.000,    600.00,  181.71,   0.000,     0.0,     0.0,     0.0,     0.0,     486,    1.5000,
C:\LIFT\DATA\MURIS_202112101428_MaBe3725_590_caloxy_TC_data.csv , 2021/12/10, 14:43:19,    1639161799450,--Not Acquired--     ,--Not Acquired--     , -297.72,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.742,   546.231,   1070.967,    524.736,  0.4900,  0.9606,   550.03,  0.1194,     0.000,    1.847,  0.000,      455,  0.000,      994,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.458,   294.57,  1018.69,  0.648,       5.00,    0.000,    600.00,  205.89,   0.000,     0.0,     0.0,     0.0,     0.0,     538,    1.5000,
C:\LIFT\DATA\MURIS_202112101428_MaBe3725_590_caloxy_TC_data.csv , 2021/12/10, 14:43:21,    1639161801673,--Not Acquired--     ,--Not Acquired--     , -297.36,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.481,   573.325,   1009.303,    435.977,  0.4320,  0.7604,   642.15,  0.1911,     0.000,    2.002,  0.000,      526,  0.000,      934,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.160,   246.36,  1024.98,  0.574,       5.00,    0.000,    600.00,  165.96,   0.000,     0.0,     0.0,     0.0,     0.0,     466,    1.5000,
