Source DataFile                                                 ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_raw,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
----------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202112101159_MaBe3727_445_caloxy_TC_data.csv , 2021/12/10, 12:02:33,    1639152153052,--Not Acquired--     ,--Not Acquired--     , -287.88,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     10.022,   145.619,    254.772,    109.153,  0.4284,  0.7496,    92.35,  0.3487,     0.000,    3.439,  0.000,     1168,  0.000,     5533,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.623,   611.99,   381.20,  0.000,       5.00,    0.013,    600.00,  349.62,   0.000,     0.0,     0.0,     0.0,     0.0,    1609,    1.5000,
C:\LIFT\DATA\MURIS_202112101159_MaBe3727_445_caloxy_TC_data.csv , 2021/12/10, 12:02:35,    1639152155154,--Not Acquired--     ,--Not Acquired--     , -287.79,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     18.359,   148.311,    256.018,    107.707,  0.4207,  0.7262,    83.61,  0.0794,     0.000,    4.267,  0.000,      993,  0.000,     5004,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.514,   912.83,   468.81,  0.000,       5.00,    0.000,    600.00,  353.64,   0.000,     0.0,     0.0,     0.0,     0.0,    1173,    1.5000,
C:\LIFT\DATA\MURIS_202112101159_MaBe3727_445_caloxy_TC_data.csv , 2021/12/10, 12:05:36,    1639152336251,--Not Acquired--     ,--Not Acquired--     , -283.65,     0.0000,      0.0000,  NO DATA,    '10000,    40.00,    0.00,    0.00,    0.00,    0.00,    0.00,      4.361,   159.652,    313.512,    153.861,  0.4908,  0.9637,   103.63,  0.4714,     0.000,    2.679,  0.000,      606,  0.000,     1316,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.696,  1514.87,  1054.25,  0.361,      17.08,    0.000,    600.00,  559.98,   0.000,     0.0,     0.0,     0.0,     0.0,     491,    1.5000,
C:\LIFT\DATA\MURIS_202112101159_MaBe3727_445_caloxy_TC_data.csv , 2021/12/10, 12:05:38,    1639152338376,--Not Acquired--     ,--Not Acquired--     , -287.58,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     25.851,   145.949,    339.238,    193.290,  0.5698,  1.3244,    88.85,  0.2633,     0.000,    4.718,  0.000,      966,  0.000,     4124,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.573,  1004.70,   575.31,  0.000,       5.00,    0.003,    600.00,  520.21,   0.000,     0.0,     0.0,     0.0,     0.0,     874,    1.5000,
C:\LIFT\DATA\MURIS_202112101159_MaBe3727_445_caloxy_TC_data.csv , 2021/12/10, 12:08:39,    1639152519491,--Not Acquired--     ,--Not Acquired--     , -279.64,     0.0000,      0.0000,  NO DATA,    '10000,    80.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.651,   159.631,    309.931,    150.300,  0.4849,  0.9415,    99.30,  0.4537,     0.000,    2.725,  0.000,      600,  0.000,     1289,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.660,  1632.85,  1078.22,  0.314,      19.73,    0.003,    600.00,  357.34,   0.000,     0.0,     0.0,     0.0,     0.0,     473,    1.5000,
C:\LIFT\DATA\MURIS_202112101159_MaBe3727_445_caloxy_TC_data.csv , 2021/12/10, 12:08:41,    1639152521611,--Not Acquired--     ,--Not Acquired--     , -287.94,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     17.167,   143.570,    329.836,    186.266,  0.5647,  1.2974,    86.44,  0.2550,     0.000,    4.561,  0.000,      954,  0.000,     4135,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.555,  1023.24,   568.35,  0.000,       5.00,    0.002,    600.00,  425.46,   0.000,     0.0,     0.0,     0.0,     0.0,     907,    1.5000,
C:\LIFT\DATA\MURIS_202112101159_MaBe3727_445_caloxy_TC_data.csv , 2021/12/10, 12:11:42,    1639152702733,--Not Acquired--     ,--Not Acquired--     , -271.76,     0.0000,      0.0000,  NO DATA,    '10000,   160.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.115,   161.328,    305.419,    144.091,  0.4718,  0.8932,    93.25,  0.4112,     0.000,    2.681,  0.000,      557,  0.000,     1189,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.608,  1896.84,  1153.41,  0.326,      19.65,    0.008,    600.00,  390.13,   0.000,     0.0,     0.0,     0.0,     0.0,     444,    1.5000,
C:\LIFT\DATA\MURIS_202112101159_MaBe3727_445_caloxy_TC_data.csv , 2021/12/10, 12:11:45,    1639152704842,--Not Acquired--     ,--Not Acquired--     , -293.28,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     24.615,   141.326,    319.602,    178.276,  0.5578,  1.2615,    79.95,  0.2165,     0.000,    4.591,  0.000,      896,  0.000,     4194,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.507,  1146.77,   581.10,  0.000,       5.00,    0.005,    600.00,  492.47,   0.000,     0.0,     0.0,     0.0,     0.0,     914,    1.5000,
C:\LIFT\DATA\MURIS_202112101159_MaBe3727_445_caloxy_TC_data.csv , 2021/12/10, 12:14:46,    1639152885936,--Not Acquired--     ,--Not Acquired--     , -289.29,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      7.075,   145.343,    268.047,    122.705,  0.4578,  0.8442,    95.80,  0.3884,     0.000,    3.399,  0.000,     1250,  0.000,     5694,  0.000,     5000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.659,   551.07,   363.09,  0.000,       5.00,    0.009,    600.00,  336.89,   0.000,     0.0,     0.0,     0.0,     0.0,    1675,    1.5000,
