Source DataFile                                                          ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Alp4QA,   Tau4QA, Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_raw,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\PICO\20220518\PICO_202205181602_caloxy_SySl1242_59_data.csv , 2022/05/18, 16:05:48,    1652900748231,--Not Acquired--     ,--Not Acquired--     , -295.20,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.001,   502.460,    625.810,    123.350,  0.1971,  0.2455,   590.72,  0.0000,     0.000,    0.000,  0.574,      650,  0.385,     1632,  0.042,    14014,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.558,   177.48,   631.37,  0.353,       8.29,    0.010,    600.00,   48.30,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    0.0000,
C:\LIFT\DATA\PICO\20220518\PICO_202205181602_caloxy_SySl1242_59_data.csv , 2022/05/18, 16:05:50,    1652900750251,--Not Acquired--     ,--Not Acquired--     , -295.26,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.492,   501.760,    675.240,    173.480,  0.2569,  0.3457,   500.88,  0.0120,     0.000,    0.000,  0.405,      150,  0.523,      824,  0.072,     6295,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.029,   349.37,  1058.12,  0.186,      24.81,    0.023,    600.00,   51.66,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    0.0000,
C:\LIFT\DATA\PICO\20220518\PICO_202205181602_caloxy_SySl1242_59_data.csv , 2022/05/18, 16:08:51,    1652900931256,--Not Acquired--     ,--Not Acquired--     , -291.58,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   10.00,    0.00,      0.740,   610.090,   1107.250,    497.160,  0.4490,  0.8149,   810.59,  0.1190,     0.000,    0.000,  0.215,      251,  0.761,     1026,  0.024,    13220,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    5.117,   171.25,   876.24,  0.404,      12.27,    0.008,    600.00,  129.10,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    0.0000,
C:\LIFT\DATA\PICO\20220518\PICO_202205181602_caloxy_SySl1242_59_data.csv , 2022/05/18, 16:08:53,    1652900933225,--Not Acquired--     ,--Not Acquired--     , -297.57,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.923,   575.230,   1099.950,    524.720,  0.4770,  0.9122,   770.11,  0.1090,     0.000,    0.000,  0.452,      818,  0.517,     1157,  0.031,     6092,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.840,   179.94,   870.93,  0.430,      10.27,    0.008,    600.00,  158.14,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    0.0000,
C:\LIFT\DATA\PICO\20220518\PICO_202205181602_caloxy_SySl1242_59_data.csv , 2022/05/18, 16:11:54,    1652901114191,--Not Acquired--     ,--Not Acquired--     , -284.14,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   20.00,    0.00,      0.914,   644.560,   1167.410,    522.850,  0.4479,  0.8112,   783.30,  0.0700,     0.000,    0.000,  0.235,      190,  0.735,      963,  0.031,    11573,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.846,   187.60,   909.11,  0.380,      14.06,    0.008,    600.00,  136.50,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    0.0000,
C:\LIFT\DATA\PICO\20220518\PICO_202205181602_caloxy_SySl1242_59_data.csv , 2022/05/18, 16:11:56,    1652901116173,--Not Acquired--     ,--Not Acquired--     , -297.88,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.033,   589.800,   1142.900,    553.100,  0.4839,  0.9378,   765.94,  0.1240,     0.000,    0.000,  0.115,      435,  0.856,     1110,  0.028,     5517,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.843,   180.13,   872.40,  0.453,       9.87,    0.005,    600.00,  181.06,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    0.0000,
C:\LIFT\DATA\PICO\20220518\PICO_202205181602_caloxy_SySl1242_59_data.csv , 2022/05/18, 16:14:57,    1652901297138,--Not Acquired--     ,--Not Acquired--     , -267.72,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   40.00,    0.00,      1.158,   711.290,   1171.020,    459.730,  0.3926,  0.6463,   745.91,  0.0120,     0.000,    0.000,  0.602,      842,  0.373,      875,  0.024,    18015,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.513,   174.80,   788.85,  0.253,      18.07,    0.007,    600.00,  128.00,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    0.0000,
C:\LIFT\DATA\PICO\20220518\PICO_202205181602_caloxy_SySl1242_59_data.csv , 2022/05/18, 16:14:59,    1652901299158,--Not Acquired--     ,--Not Acquired--     , -298.13,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.902,   606.180,   1196.640,    590.460,  0.4934,  0.9741,   750.28,  0.1350,     0.000,    0.000,  0.157,      150,  0.732,      971,  0.111,     3012,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    4.762,   198.46,   945.07,  0.525,       9.83,    0.004,    600.00,  162.70,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    0.0000,
C:\LIFT\DATA\PICO\20220518\PICO_202205181602_caloxy_SySl1242_59_data.csv , 2022/05/18, 16:18:00,    1652901480142,--Not Acquired--     ,--Not Acquired--     , -231.87,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      1.881,   820.500,   1230.280,    409.780,  0.3331,  0.4994,   629.21,  0.0000,     0.000,    0.000,  0.190,      150,  0.791,      725,  0.019,    30953,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.789,   221.05,   837.66,  0.230,      25.76,    0.014,    600.00,   91.40,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    0.0000,
